bill_updage_count,paid_flg,payway,region,selling_method,arrears_count,identified_doc,entry_age,contract_type,id,domain,campaign,pref,amount,arrears_at,customer_rank,career,sex,age
,,2,C,1,,1,46,1,513120663,0,L,22,,,,#,1,38
,,2,T,1,,1,26,1,988238007,0,L,14,,,,12,1,27
,,2,T,1,,1,47,1,954884887,0,R,13,,,,11,2,52
,,4,T,1,,1,26,1,947582230,0,L,14,,,,11,2,32
,,2,T,1,,20,58,1,327947751,0,L,11,,,,#,1,66
0,0,2,C,1,0,1,25,1,515436328,0,L,23,240,99,20,#,#,0
,,4,T,1,,12,77,1,993478980,0,R,14,,,,16,2,78
,,4,T,1,,1,79,1,989645735,500,L,**,,,,#,1,81
1,0,3,N,1,0,1,17,1,804679546,0,L,23,1836,99,50,#,1,26
,,1,T,#,,16,999,2,982607183,0,#,13,,,,#,#,0
,,4,K,1,,1,55,1,981371711,0,M,28,,,,#,1,57
,,2,T,1,,1,51,1,950071131,0,L,**,,,,11,1,56
,,2,Q,1,,99,57,1,272927199,500,L,41,,,,#,2,58
1,0,2,H,1,0,1,31,1,942382906,0,L,13,226,99,110,11,1,37
,,4,C,1,,99,36,1,505857035,0,R,23,,,,#,2,52
,,2,K,1,,1,28,1,614067870,0,L,27,,,,#,2,43
,,4,K,1,,1,30,1,969195532,0,L,27,,,,11,1,34
,,2,T,1,,1,999,2,944760652,0,L,27,,,,12,#,0
,,2,T,1,,1,999,2,956253451,0,N,13,,,,#,#,0
1,0,4,C,1,0,1,36,1,991060382,0,L,**,2000,99,100,12,2,37
,,2,T,1,,1,40,1,326049824,0,L,13,,,,#,2,48
,,2,T,0,,1,30,1,328395465,0,#,13,,,,#,2,36
,,4,K,1,,1,45,1,262389530,0,a,29,,,,11,1,22
,,1,K,1,,1,59,1,993572638,500,L,25,,,,#,1,60
,,90,T,1,,1,999,2,960200596,0,M,11,,,,#,#,0
0,0,2,T,51,0,3,999,2,990999725,0,9,13,108,99,100,#,#,0
1,0,4,N,1,0,99,18,1,801349444,0,L,37,540,99,100,#,1,35
1,0,4,N,1,0,1,59,1,948786150,0,a,**,1240,99,50,12,1,67
,,90,C,0,,99,999,2,503587166,0,#,23,,,,#,#,0
,,2,H,1,,1,40,1,203410160,0,L,15,,,,#,2,54
,,2,T,1,,1,24,1,980697296,0,L,27,,,,#,1,26
,,3,T,1,,26,23,1,240258477,0,L,13,,,,#,1,23
,,2,T,51,,16,999,2,990896467,0,#,14,,,,#,#,0
,,2,C,1,,1,36,1,241829142,0,L,24,,,,11,2,6
,,4,K,#,,99,30,1,974281104,0,#,27,,,,#,1,32
2,0,2,K,1,0,1,15,1,605992299,0,L,26,8198,99,150,#,1,27
0,0,2,K,1,0,1,37,1,973014600,0,L,**,2266,99,60,11,2,40
,,4,T,1,,1,45,1,962144527,0,L,**,,,,#,1,19
,,2,Q,1,,8,16,1,901226277,0,L,40,,,,#,1,34
,,4,T,1,,1,24,1,959762079,0,L,27,,,,11,2,29
,,90,T,51,,99,999,2,245945682,0,9,13,,,,#,#,0
0,0,4,C,1,0,99,22,1,515168359,0,L,23,324,99,100,#,2,34
0,0,4,T,1,0,1,22,1,965645375,0,L,15,950,99,100,11,1,29
0,0,4,T,1,0,1,59,1,961045986,0,a,40,324,99,100,11,2,63
,,4,T,1,,1,17,1,316089291,0,L,14,,,,#,1,32
,,4,T,1,,1,45,1,262664854,0,a,**,,,,#,2,14
,,2,T,1,,1,39,1,948347233,0,L,13,,,,#,1,44
1,0,2,T,1,0,1,44,1,952429479,0,L,**,500,99,60,#,2,50
,,2,Q,1,,1,60,1,949712251,0,L,41,,,,#,2,65
,,4,Q,1,,1,84,1,252745877,0,L,**,,,,12,2,80
0,1,2,T,1,3,25,25,1,325764052,0,a,13,20789,10,30,#,1,39
,,2,T,#,,1,55,1,951859791,10,#,13,,,,#,1,60
,,4,Q,1,,1,27,1,984667516,0,M,47,,,,#,2,29
,,4,K,1,,17,21,1,948465516,0,L,27,,,,#,2,26
1,1,2,Q,1,7,1,38,1,986123486,0,L,41,1095,4,3,12,1,40
,,4,D,1,,1,42,1,262938220,0,a,1,,,,#,2,15
,,3,C,1,,27,25,1,250419669,0,L,24,,,,#,1,25
,,4,K,1,,1,40,1,963467550,0,L,27,,,,#,1,42
,,4,Q,0,,1,54,1,907469070,0,#,40,,,,#,1,60
,,4,K,1,,1,34,1,964829399,0,L,**,,,,11,1,37
,,4,T,1,,1,44,1,973611540,500,L,13,,,,12,2,47
,,4,T,#,,1,37,1,981448789,10,#,**,,,,#,1,37
,,90,T,51,,3,999,2,963770179,0,#,13,,,,#,#,0
,,1,T,#,,16,999,2,986161850,0,#,13,,,,#,#,0
0,0,2,H,1,0,1,38,1,942051794,0,L,2,205,99,100,#,1,45
,,2,T,1,,1,66,1,995528608,500,L,**,,,,11,2,67
,,4,N,#,,99,60,1,971912893,10,#,34,,,,#,2,62
,,3,T,1,,1,47,1,984609531,500,L,13,,,,#,2,49
,0,4,N,1,,99,22,1,803715512,0,L,34,3180,,,#,1,36
,,4,K,#,,1,26,1,965270305,0,#,27,,,,#,1,28
,,2,T,51,,3,999,2,248107860,0,9,11,,,,#,#,0
,,4,T,1,,10,33,1,943636452,0,L,40,,,,11,2,39
0,0,4,C,1,0,1,44,1,515376669,0,L,23,1680,99,100,#,1,54
,,2,T,#,,5,51,1,951732028,0,#,12,,,,#,1,56
,,4,R,1,,1,17,1,700560172,0,L,**,,,,#,1,33
,,2,H,1,,1,23,1,960436679,0,L,2,,,,11,1,27
,,4,T,1,,1,48,1,258933314,0,a,**,,,,12,2,48
,,2,T,51,,3,999,2,979457757,0,#,21,,,,#,#,0
,,4,T,#,,1,40,1,977597306,10,#,13,,,,#,1,41
,,3,T,1,,1,29,1,264663673,500,L,13,,,,#,2,29
,,4,T,1,,1,41,1,262056301,0,a,12,,,,12,2,41
,,4,Q,#,,1,35,1,272992996,500,9,**,,,,#,1,35
,,2,Q,1,,1,23,1,969489839,0,L,**,,,,11,1,26
0,0,4,K,1,0,1,25,1,614243171,0,L,27,324,99,100,#,1,41
,,90,T,51,,3,999,2,257452307,0,9,40,,,,#,#,0
,,3,Q,1,,1,68,1,992445698,0,R,47,,,,16,1,69
0,0,4,N,#,0,1,40,1,252639449,500,#,**,120,99,90,12,2,39
,,2,T,1,,1,73,1,984329933,500,L,14,,,,12,1,75
0,0,4,T,1,0,1,22,1,256218300,0,L,13,56,99,30,11,1,43
,0,2,Q,1,,1,16,1,948094611,0,L,13,120,,,12,1,22
0,0,2,T,1,0,1,49,1,314672720,0,L,11,3500,99,50,#,2,66
,,1,C,1,,1,37,1,250962069,0,a,21,,,,#,1,15
,,4,D,1,,1,56,1,262361420,0,a,1,,,,11,2,80
,,4,T,1,,1,21,1,969484758,0,L,14,,,,#,1,24
,,4,C,1,,1,32,1,992240101,500,L,24,,,,12,1,2
,,1,T,1,,1,30,1,986439468,99,#,13,,,,#,#,0
,,1,T,1,,27,23,1,272461891,0,L,**,,,,#,2,23
,,2,H,1,,1,29,1,964613981,0,L,4,,,,11,1,33
,,4,T,1,,1,21,1,943509350,0,L,**,,,,#,2,27
,,4,T,1,,1,47,1,242230514,0,L,11,,,,12,1,20
0,,2,C,1,7,1,48,1,515928435,0,L,21,,5,3,#,2,57
,,4,K,61,,8,81,1,986449898,0,P,27,,,,#,2,83
,,2,T,1,,1,27,1,324760215,0,L,12,,,,#,1,42
,,4,T,1,,1,53,1,244794658,0,L,**,,,,#,1,15
,,4,T,1,,1,40,1,940725269,0,L,**,,,,11,1,47
1,0,4,T,1,0,17,17,1,955637704,0,L,13,3109,99,90,#,2,22
,,2,N,1,,1,40,1,240352827,500,L,35,,,,12,2,12
,,2,T,1,,1,36,1,317697332,0,L,8,,,,11,1,46
,,4,T,1,,1,31,1,989895983,0,L,11,,,,11,2,3
,,2,T,1,,1,45,1,983180153,500,L,8,,,,12,2,47
,,4,T,1,,1,74,1,943287800,0,L,**,,,,#,2,78
,,4,K,1,,8,67,1,982184301,0,L,28,,,,11,1,69
,,4,C,1,,1,44,1,965274607,0,L,**,,,,12,2,46
,,3,T,1,,1,39,1,959529486,0,L,**,,,,11,2,43
1,0,2,Q,1,0,17,16,1,961009624,0,a,46,6687,99,50,12,2,22
,,4,T,1,,8,84,1,242768821,500,R,11,,,,#,2,85
,,4,K,61,,27,33,1,984883537,0,P,27,,,,#,1,35
,,4,T,1,,1,39,1,961321516,0,L,**,,,,#,2,45
,,3,T,#,,27,29,1,985268885,0,#,11,,,,#,1,31
,,1,D,#,,1,36,1,253684691,500,9,1,,,,#,1,38
,,2,K,1,,1,50,1,962199883,0,L,26,,,,#,2,21
,,2,T,1,,1,22,1,942572258,0,L,6,,,,11,1,28
,,2,H,1,,1,60,1,203695605,0,L,4,,,,#,1,75
,,4,Q,1,,1,42,1,905567207,0,L,46,,,,#,1,53
,,2,Q,1,,1,38,1,265188297,0,a,40,,,,#,2,37
,,3,T,#,,1,28,1,972642983,0,#,**,,,,#,1,31
,,2,T,1,,1,29,1,942414495,0,L,**,,,,#,1,36
,,2,C,1,,6,15,1,970277700,0,L,22,,,,#,2,18
,,4,C,1,,99,42,1,265958932,500,L,23,,,,#,2,20
,,2,T,51,,98,999,2,955833349,0,#,13,,,,#,#,0
,,2,T,1,,1,43,1,969722313,0,L,14,,,,12,2,46
,,4,C,#,,1,28,1,261210467,500,9,23,,,,12,1,28
,,4,C,1,,1,52,1,970457461,0,L,**,,,,12,2,55
,,4,T,1,,1,61,1,977234956,0,L,**,,,,12,1,63
,,4,T,1,,27,31,1,976965525,0,L,11,,,,12,1,32
0,0,4,Q,1,0,1,47,1,907278070,0,L,**,360,99,100,11,1,54
,,2,K,1,,1,999,2,614194315,0,L,21,,,,#,2,999
,,2,C,1,,1,50,1,514538832,0,L,22,,,,#,1,64
,,2,C,1,,1,48,1,507798046,0,L,23,,,,#,1,60
0,0,4,T,1,0,1,33,1,985320752,0,L,13,324,99,90,12,2,35
,,4,N,1,,1,41,1,949470327,0,L,34,,,,12,1,45
1,0,4,N,1,0,1,32,1,804559682,0,L,35,8800,99,130,11,2,44
,,4,T,1,,1,52,1,985834270,0,L,**,,,,11,1,54
,,2,T,#,,1,27,1,966905738,0,#,13,,,,#,1,30
,,4,N,1,,1,29,1,956255360,0,L,34,,,,11,2,35
,,2,K,1,,1,48,1,616024891,0,L,27,,,,#,1,55
,,1,C,1,,1,72,1,997539215,0,L,**,,,,12,2,72
,,4,T,1,,1,23,1,327355495,0,L,12,,,,#,1,31
,,2,T,51,,3,999,2,974362108,0,#,9,,,,#,#,0
,,2,T,1,,1,67,1,996958717,0,R,**,,,,#,1,67
,,2,T,1,,1,28,1,986787347,0,L,**,,,,11,2,29
,,2,H,#,,1,43,1,976590430,0,#,4,,,,#,2,45
1,0,2,T,1,0,1,38,1,309104954,0,L,11,1920,99,60,#,2,22
,,90,K,#,,2,999,2,969696113,320,#,13,,,,#,#,0
,,4,C,1,,1,31,1,957917770,0,L,**,,,,#,2,36
0,0,2,K,1,0,1,50,1,245919384,500,L,**,1440,99,50,11,1,50
,,2,N,1,,1,29,1,943976906,0,L,34,,,,12,1,35
,,4,T,#,,1,26,1,985276663,10,#,**,,,,#,2,26
,,4,T,1,,1,26,1,963235229,0,L,14,,,,#,1,30
0,0,4,T,1,0,1,44,1,327811116,0,a,**,324,99,100,#,1,24
,,2,K,1,,1,22,1,961222271,0,M,27,,,,#,2,25
,,2,T,1,,1,42,1,247089320,500,L,**,,,,#,1,43
,,2,Q,1,,1,58,1,906509222,0,L,40,,,,#,1,66
,,3,K,1,,1,32,1,961264454,0,M,26,,,,#,2,34
,,4,K,1,,1,65,1,952892995,0,L,28,,,,12,1,70
,,2,Q,1,,1,999,2,250920063,0,a,44,,,,#,1,999
,,1,T,51,,16,999,2,982992463,0,#,26,,,,#,#,0
,,4,K,1,,1,45,1,959414569,0,a,**,,,,11,1,49
0,1,1,T,#,0,99,999,2,981968864,0,#,13,670,99,100,#,1,999
,,2,C,1,,1,28,1,966442691,0,L,**,,,,11,2,31
0,0,4,K,1,0,1,50,1,951388100,0,L,**,108,99,100,#,2,58
,,1,T,1,,99,54,1,957075107,99,#,13,,,,#,1,28
,,90,T,#,,99,999,2,267525645,2300,9,4,,,,#,#,0
,,2,T,1,,1,51,1,248921464,0,R,11,,,,#,1,52
,,4,D,#,,1,26,1,263410955,500,9,1,,,,11,1,26
,,2,C,1,,1,30,1,516365024,0,L,24,,,,#,1,38
,,1,T,51,,98,999,2,994053468,0,9,13,,,,#,#,0
,,2,T,51,,98,999,2,305852125,0,#,13,,,,#,#,0
,,1,T,#,,3,999,2,255976125,0,9,13,,,,#,#,0
1,0,2,Q,1,0,1,33,1,952752351,0,a,40,1999,99,70,12,2,41
0,0,2,K,1,0,1,47,1,967351015,0,L,**,480,99,60,#,1,51
,,4,T,1,,1,49,1,992756008,500,L,**,,,,#,1,50
,0,2,Q,1,,8,14,1,248241532,0,a,47,2400,,,11,1,15
,,4,N,1,,1,23,1,944247484,0,L,32,,,,11,2,30
,,90,T,#,,99,999,2,262916748,2300,9,4,,,,#,#,0
,0,2,Q,#,,1,29,1,251488235,500,9,40,1320,,,#,1,29
,,1,T,51,,3,999,2,263136926,0,9,34,,,,#,#,0
,,2,T,1,,1,40,1,325993711,0,L,14,,,,#,1,52
,,2,H,#,,1,37,1,248071397,500,9,3,,,,12,1,38
,,4,Q,1,,1,39,1,975384698,0,L,**,,,,11,1,41
,,2,C,1,,8,23,1,976862064,0,L,21,,,,#,2,25
,,2,C,1,,1,999,2,516050493,0,L,24,,,,#,#,0
1,0,4,N,1,0,1,33,1,250927477,500,L,34,540,99,60,11,1,34
,,2,T,1,,12,41,1,988829008,0,L,11,,,,12,2,42
,,1,T,51,,3,999,2,309624262,0,#,13,,,,#,#,0
,,2,T,1,,6,52,1,324622617,0,R,13,,,,#,2,66
1,0,2,D,1,0,1,13,1,103745307,0,a,1,1935,99,60,#,2,27
,,3,T,#,,1,21,1,972670256,10,#,11,,,,#,1,24
,,4,T,#,,1,33,1,957559301,10,#,8,,,,#,2,38
0,0,2,Q,1,0,2,999,2,906519387,0,L,43,324,99,100,11,#,0
,,2,Q,61,,1,68,1,986550919,0,P,40,,,,#,1,70
,,2,T,1,,1,69,1,265725284,0,a,**,,,,#,2,69
,,4,T,1,,6,47,1,961949931,0,M,14,,,,#,1,49
,,1,T,#,,3,999,2,274422202,0,9,13,,,,#,#,0
,,3,K,1,,1,44,1,614674936,0,L,27,,,,#,2,56
,,4,T,1,,1,44,1,308232455,0,0,**,,,,#,#,0
,,4,T,#,,1,42,1,969844898,0,#,11,,,,#,1,46
,,2,T,1,,1,49,1,984320651,0,L,**,,,,12,2,46
,,3,T,1,,12,73,1,964705894,0,L,13,,,,11,2,77
,,2,D,1,,1,46,1,953498344,0,L,**,,,,#,1,50
,,4,C,1,,1,46,1,260487514,0,a,23,,,,#,1,46
,,1,T,0,,99,999,2,307544712,0,#,13,,,,#,#,0
1,0,2,N,1,7,17,19,1,946937637,0,L,34,999,6,3,#,1,25
0,0,2,S,1,0,99,40,1,403121613,0,L,33,194,99,100,#,2,56
,,4,K,#,,1,40,1,969169985,0,#,26,,,,#,2,43
,,2,T,1,,8,47,1,946444212,0,L,12,,,,#,2,53
,,2,H,1,,1,59,1,966444152,0,R,**,,,,#,1,62
,,2,H,1,,1,13,1,204295132,0,L,7,,,,#,1,25
0,0,3,C,1,4,1,31,1,963907914,0,L,**,5060,3,10,11,2,35
,,4,T,1,,1,48,1,988927927,0,L,13,,,,12,1,50
,,4,Q,1,,1,60,1,250573839,0,L,40,,,,12,2,61
,,4,T,1,,1,35,1,960969449,0,L,**,,,,12,1,38
,,4,T,1,,1,43,1,993372520,0,R,**,,,,#,2,45
0,0,4,T,1,0,1,52,1,245166346,0,L,**,3600,99,70,12,1,52
,,4,T,1,,1,53,1,316423124,0,L,**,,,,#,2,67
,,4,K,1,,10,30,1,958159426,0,L,27,,,,#,1,34
,,4,K,1,,1,35,1,260898031,0,a,27,,,,#,2,37
,,4,K,1,,1,48,1,997417496,500,L,**,,,,12,1,48
,,4,K,1,,1,41,1,957820753,0,L,**,,,,#,1,43
,,2,K,61,,1,52,1,976604089,0,P,**,,,,#,1,54
,,3,K,1,,1,42,1,614996120,0,L,27,,,,#,1,53
,,4,K,#,,1,50,1,258739563,500,9,**,,,,#,2,50
,,2,D,#,,1,33,1,996461356,500,9,**,,,,#,2,35
,,4,T,1,,1,47,1,972774409,0,L,**,,,,#,1,17
,,4,T,1,,1,61,1,305597507,0,#,11,,,,#,1,76
,,4,K,1,,1,50,1,993033497,0,L,27,,,,#,1,51
,,3,T,#,,8,20,1,972256340,10,#,11,,,,#,1,23
,,4,Q,1,,1,37,1,245145440,0,L,**,,,,11,2,16
,,2,Q,#,,1,62,1,961061679,0,#,44,,,,12,1,64
,,4,T,1,,20,34,1,318488327,0,L,13,,,,11,1,44
,,90,C,1,,8,42,1,948647638,0,L,22,,,,#,2,19
,,2,K,1,,1,25,1,603244928,0,L,28,,,,#,2,44
,,2,N,1,,99,46,1,962208438,0,L,34,,,,#,1,48
,,2,K,1,,8,19,1,603140615,0,L,14,,,,#,1,38
,,4,N,1,,1,44,1,262715053,0,a,**,,,,#,1,16
,,2,C,1,,1,19,1,941588396,0,L,23,,,,#,1,26
,,1,T,1,,16,999,2,979266934,500,L,13,,,,11,#,0
,,4,T,1,,1,62,1,248546992,500,L,**,,,,#,1,64
,,2,N,1,,1,33,1,961740301,0,M,34,,,,#,2,37
,,4,T,1,,1,45,1,941264791,0,a,14,,,,11,2,55
,,2,N,1,,99,999,2,804855063,0,L,33,,,,12,#,0
,,2,T,1,,1,61,1,983266518,0,L,14,,,,#,1,62
,,4,T,1,,1,52,1,968759372,0,L,**,,,,12,2,19
,,2,K,1,,1,52,1,604055601,0,0,26,,,,#,#,0
,,2,Q,0,,99,62,1,905496519,0,#,40,,,,#,1,75
,,2,C,1,,1,40,1,515275116,0,R,22,,,,#,1,52
,,2,K,1,,12,14,1,981106470,0,L,25,,,,#,1,16
0,0,4,Q,1,0,1,23,1,984940498,0,L,**,240,99,100,12,2,25
,,90,T,51,,99,999,2,986499550,0,#,13,,,,#,#,0
,,4,T,1,,1,45,1,971720120,0,L,**,,,,12,2,47
1,0,1,N,#,1,1,61,1,244838748,500,#,**,540,8,50,#,1,61
,,3,K,#,,1,69,1,953950929,10,#,**,,,,#,1,73
,,2,C,1,,1,67,1,514990530,0,0,23,,,,#,1,79
0,0,2,R,1,0,1,45,1,990371395,0,L,16,432,99,100,#,1,16
,,2,T,51,,98,999,2,991254565,0,#,34,,,,#,#,0
,,4,T,1,,1,45,1,961526025,0,L,13,,,,11,2,49
1,0,4,H,1,0,1,37,1,204262772,0,L,5,3176,99,100,#,2,47
1,0,2,T,1,0,1,70,1,240479920,0,L,**,1058,99,50,12,1,70
,,90,T,#,,99,999,2,259570845,900,9,13,,,,#,#,0
,,4,T,#,,1,33,1,262086449,500,9,**,,,,11,2,34
,,4,Q,1,,1,42,1,906284418,0,L,43,,,,11,1,52
,,2,Q,1,,1,24,1,974124540,0,L,40,,,,#,1,26
1,0,4,H,1,0,1,45,1,944340874,0,L,3,3950,99,80,#,2,54
1,1,2,Q,1,8,1,30,1,943398465,0,L,41,700,4,10,11,2,37
,0,2,T,1,,1,21,1,248596756,0,a,20,14500,,,11,1,23
,,3,C,1,,20,81,1,508617501,0,0,21,,,,12,1,90
,,1,T,51,,99,999,2,970348891,0,#,13,,,,#,#,0
,,4,T,1,,1,53,1,241109604,0,L,**,,,,#,2,53
,,4,R,#,,1,58,1,963017697,0,#,16,,,,#,1,60
0,0,4,T,1,0,1,27,1,992909244,0,L,**,1680,99,80,12,1,28
,,2,T,1,,1,25,1,993937109,0,R,9,,,,#,2,28
,,2,Q,1,,20,24,1,990610915,0,R,43,,,,#,1,26
1,0,4,C,1,0,99,43,1,982152330,0,a,22,853,99,20,#,2,20
,,2,T,1,,1,999,2,957991548,0,N,12,,,,#,#,0
,,2,K,#,,1,19,1,961600057,0,#,**,,,,#,2,21
,,2,T,1,,1,45,1,965900691,0,L,**,,,,12,2,47
1,0,4,N,1,0,1,32,1,803199565,0,L,35,130,99,110,#,2,50
,,90,T,51,,3,999,2,952810806,0,#,13,,,,#,#,0
,,4,T,1,,1,15,1,315657420,0,L,11,,,,#,2,31
,,4,D,1,,1,40,1,103990196,0,L,**,,,,11,1,50
,,2,T,1,,1,24,1,947638390,0,L,**,,,,#,1,29
0,1,2,H,1,3,1,50,1,962012738,0,L,**,648,10,100,#,2,18
1,0,2,Q,1,0,8,20,1,958883401,0,L,40,3395,99,50,12,1,25
,,4,T,1,,1,42,1,991059575,0,L,13,,,,#,2,44
,,90,Q,1,,1,999,2,907381194,0,M,13,,,,#,#,0
0,0,4,H,1,0,99,25,1,246815195,0,L,4,972,99,100,12,1,27
0,0,3,T,1,0,1,37,1,963924655,0,L,**,500,99,60,11,2,41
,,4,T,1,,1,35,1,259633509,0,R,44,,,,12,1,31
,,90,T,51,,3,999,2,958474976,0,#,13,,,,#,#,0
,,4,K,1,,99,17,1,613468477,0,L,14,,,,#,2,35
,,2,Q,1,,1,44,1,990980582,0,L,40,,,,#,1,16
,,90,T,#,,99,999,2,263381124,2300,9,4,,,,#,#,0
,,90,T,#,,3,999,2,245061744,0,9,23,,,,#,#,0
,,2,S,1,,99,44,1,400373659,0,L,36,,,,#,2,61
,,2,C,#,,1,22,1,966171980,0,#,21,,,,#,1,25
1,0,2,C,1,0,1,38,1,251165583,0,a,22,2095,99,20,#,2,15
,,90,T,#,,99,37,1,961932508,320,#,13,,,,#,2,41
,,2,T,1,,1,41,1,318383524,0,L,10,,,,12,2,48
1,0,2,S,1,8,1,21,1,945551955,0,L,34,3600,3,10,#,1,27
,,4,T,1,,1,15,1,316379478,0,L,12,,,,#,1,29
,,2,T,1,,1,38,1,989224347,0,L,**,,,,12,1,39
,,3,C,1,,1,50,1,253630886,0,L,23,,,,11,1,50
,,4,C,1,,1,22,1,993395762,0,R,21,,,,#,2,23
,,2,T,1,,1,64,1,992300402,500,L,**,,,,12,2,65
,0,2,T,1,,1,44,1,985237566,0,a,13,130,,,12,1,48
,,4,T,1,,99,38,1,308759338,0,L,13,,,,#,#,0
,,90,T,51,,1,999,2,962660016,0,#,13,,,,#,#,0
,,4,C,1,,1,44,1,981908834,0,L,**,,,,#,2,18
,,2,T,1,,1,36,1,306796446,0,0,13,,,,11,#,0
1,0,4,K,1,0,20,26,1,604909956,0,L,28,191,99,100,#,2,43
0,,2,T,1,0,17,27,1,255262451,0,L,13,,99,5,#,2,28
,,4,K,1,,6,18,1,240526453,0,L,27,,,,12,1,18
,,4,T,0,,99,44,1,307449339,0,0,11,,,,#,1,53
,,4,T,1,,1,38,1,978292758,0,L,13,,,,11,1,41
,,90,T,1,,16,999,2,987713693,0,L,**,,,,#,#,0
,,2,T,1,,1,999,2,984983646,0,L,28,,,,12,#,0
0,0,2,K,1,2,28,47,1,253309115,500,L,27,980,6,20,12,2,48
,,4,K,1,,1,47,1,262329297,500,L,**,,,,#,1,11
,,4,C,1,,1,42,1,977264510,0,L,23,,,,#,2,42
,,4,K,1,,1,33,1,615616563,0,L,27,,,,#,2,42
,,2,K,#,,1,25,1,247022475,500,#,**,,,,12,1,25
,,90,T,#,,99,999,2,250412483,900,9,13,,,,#,#,0
1,0,4,Q,1,0,1,35,1,241184518,0,L,43,356,99,80,11,2,38
1,0,4,T,1,1,1,24,1,326767597,0,a,28,540,9,60,#,2,37
1,0,2,T,1,0,1,63,1,245245857,0,L,13,3310,99,50,11,2,63
,,2,T,51,,3,999,2,945344821,0,#,11,,,,#,#,0
,,1,T,#,,16,999,2,254582582,0,#,13,,,,#,#,0
,,4,T,1,,1,53,1,992939806,500,L,**,,,,12,2,54
,,3,T,1,,1,42,1,940588921,0,L,27,,,,#,1,49
,,4,K,1,,1,42,1,982730954,0,L,**,,,,12,2,18
,,2,T,1,,1,999,2,309780011,0,H,21,,,,#,#,0
,,4,C,1,,99,49,1,507314278,0,L,23,,,,#,1,62
,,2,T,51,,3,999,2,976561777,0,#,11,,,,11,#,0
,,2,K,1,,1,39,1,952928528,0,L,28,,,,12,1,44
,,4,Q,1,,1,38,1,992394160,500,L,40,,,,#,1,39
,,2,T,1,,1,47,1,304204980,0,0,12,,,,#,1,62
1,0,4,T,1,0,17,16,1,327044060,0,L,14,390,99,90,#,2,25
0,0,1,Q,1,1,1,35,1,968915923,0,L,**,324,8,100,12,1,39
,,2,H,1,,1,39,1,992073305,500,L,4,,,,#,2,40
,,2,K,1,,1,46,1,953697031,0,L,28,,,,#,1,11
1,0,4,N,1,0,1,68,1,252657971,0,L,**,298,99,50,11,1,70
,,2,S,1,,20,15,1,403701414,0,L,37,,,,#,1,24
,,4,T,1,,1,53,1,989495002,500,L,**,,,,#,1,17
,,1,T,#,,3,999,2,990379973,0,#,13,,,,#,#,0
,,2,Q,1,,99,46,1,260735626,0,a,46,,,,#,2,46
,,4,D,#,,1,55,1,266441600,500,9,**,,,,12,2,55
,,2,Q,1,,99,44,1,904812838,0,L,41,,,,#,1,58
,,4,C,61,,1,65,1,984744297,0,P,23,,,,#,1,71
,,4,K,1,,1,45,1,247126035,500,L,**,,,,#,1,47
,,2,T,1,,1,29,1,304089099,0,L,**,,,,#,2,37
,,2,T,1,,1,22,1,996498880,0,L,**,,,,12,2,22
,,2,T,#,,1,28,1,967316392,0,#,13,,,,#,1,30
,,4,R,1,,1,44,1,963053561,100,L,16,,,,12,1,46
,,4,H,1,,10,37,1,969845875,0,L,5,,,,12,1,39
,,2,T,51,,3,999,2,962220582,0,#,23,,,,#,#,0
,0,2,T,1,,1,19,1,942753077,0,L,13,1200,,,12,2,25
,,2,T,1,,1,999,2,516622873,0,L,23,,,,11,#,0
,,2,K,1,,20,20,1,606849694,0,L,27,,,,#,1,26
1,0,4,T,1,0,10,30,1,952908450,0,L,13,1058,99,140,11,1,35
,,1,T,51,,3,999,2,986902464,80,9,13,,,,#,#,0
,,4,N,1,,1,48,1,804700234,0,L,**,,,,#,1,56
0,0,4,T,1,0,1,24,1,958767224,0,a,13,29940,99,110,12,1,2
0,0,2,T,1,1,1,25,1,953014046,0,L,33,324,12,100,11,1,30
,,4,T,1,,1,42,1,978715465,0,L,13,,,,#,1,45
,,2,C,#,,1,22,1,973244403,0,#,23,,,,#,2,23
,,2,D,1,,1,48,1,256304310,0,L,1,,,,#,1,48
,,2,T,61,,6,21,1,949945731,0,P,13,,,,#,2,27
,,2,Q,1,,1,36,1,989324476,500,L,47,,,,12,2,38
,,4,T,1,,1,45,1,996989174,0,L,**,,,,#,1,47
0,0,2,T,1,0,1,26,1,994901538,0,L,**,1,99,40,#,1,27
,,4,T,1,,1,42,1,256513845,500,L,12,,,,#,1,44
,,2,T,1,,6,38,1,985157644,500,L,14,,,,#,1,40
,,2,K,1,,1,55,1,257933601,0,a,28,,,,12,2,55
,,4,T,1,,1,28,1,946874522,0,L,13,,,,11,1,34
,,4,C,1,,1,46,1,991551649,500,L,**,,,,11,1,48
0,0,2,K,1,3,1,24,1,241582304,0,a,27,240,10,100,#,2,26
,,4,T,1,,1,56,1,328140143,0,L,13,,,,#,1,64
,,3,K,#,,8,64,1,948331993,0,#,27,,,,#,2,68
,,90,T,51,,3,999,2,240188864,0,9,13,,,,#,#,0
,,4,N,1,,1,47,1,991277022,0,L,35,,,,#,2,16
,,2,H,1,,1,39,1,250371065,0,R,4,,,,#,1,41
,,90,T,#,,99,999,2,259461207,900,9,13,,,,#,#,0
0,0,2,K,1,8,8,16,1,240138271,500,L,27,1830,3,0,#,2,16
