age,customer_rank,arrears_count,sex,region,contract_type,selling_method,campaign,arrears_at,identified_doc,career,entry_age,amount,domain,pref,id,payway,paid_flg,bill_updage_count
37,90,0,1,T,1,1,L,99,1,11,33,1007,0,**,965269078,4,0,1
45,100,6,1,K,1,1,a,7,1,#,35,324,0,28,941939333,2,1,0
16,20,0,1,T,1,1,L,99,1,#,52,960,500,20,242810691,4,0,0
57,100,0,2,C,1,1,L,99,1,#,34,1728,0,23,500742369,4,0,0
58,80,0,2,H,1,1,L,99,1,#,58,120,500,4,247603734,4,0,1
29,90,0,2,Q,1,1,L,99,1,11,34,240,0,40,988723981,4,0,0
43,40,1,1,Q,1,1,L,8,1,#,30,7367,0,25,905151482,2,0,1
29,100,2,2,T,1,1,L,3,1,11,24,500,0,**,955842890,2,0,0
72,50,0,1,H,1,1,L,99,1,#,55,82,0,4,201080629,2,0,1
69,50,0,1,T,1,1,L,99,1,#,50,320,0,8,313256515,4,0,0
24,100,0,2,T,1,1,L,99,1,11,50,324,0,46,959454492,4,0,1
40,100,0,1,T,1,1,a,99,1,#,23,540,0,13,324662692,2,0,0
20,100,0,1,N,1,1,L,99,1,#,56,972,0,**,970406137,4,0,1
52,100,0,1,T,1,1,L,99,1,11,47,15000,0,**,959931797,4,0,0
58,100,0,2,C,1,1,L,99,1,#,49,432,0,24,516044251,2,0,0
58,80,0,1,T,1,1,L,99,1,#,56,324,500,**,247202272,4,0,1
42,30,0,1,C,1,1,a,99,99,12,42,5700,0,21,254987706,4,0,1
19,50,0,1,H,1,1,L,99,1,#,15,972,0,2,959934313,2,0,1
22,0,0,2,T,1,1,a,99,6,#,20,2760,0,26,254927742,2,0,0
53,100,0,1,Q,1,1,L,99,1,12,44,324,0,40,906828726,4,0,0
28,100,0,2,N,1,1,a,99,1,12,26,324,0,38,246995600,3,0,0
47,50,0,1,T,1,1,L,99,1,12,47,3220,0,12,242409498,2,0,0
49,100,0,1,S,1,1,L,99,1,11,46,240,500,14,980218574,4,0,0
49,100,0,2,T,1,1,L,99,1,12,48,240,0,**,991974849,2,0,0
58,100,0,2,K,1,1,L,99,1,#,50,108,0,**,951388100,4,0,0
15,20,0,2,N,1,1,L,99,1,#,43,324,0,**,992652809,4,0,1
26,90,0,2,T,1,1,L,99,1,12,26,240,0,11,996980295,4,0,0
39,3,0,1,C,1,1,L,99,1,11,29,1166,0,**,515543911,4,0,0
39,100,0,1,K,1,1,a,99,1,#,22,216,0,28,613486532,4,0,0
22,0,4,1,T,1,1,L,9,17,#,17,9750,0,12,957189211,3,1,1
29,100,0,2,D,1,1,L,99,8,12,29,324,500,1,240306110,2,0,0
32,80,0,2,T,1,1,L,99,1,12,32,1890,500,**,252464980,4,0,1
43,5,10,1,N,1,1,L,3,99,#,23,4565,0,35,800382137,2,1,1
29,3,0,1,T,1,1,L,99,27,11,29,1620,0,13,248768087,1,1,1
39,90,0,2,K,1,1,L,99,1,12,37,1600,0,27,988809853,4,0,1
23,100,0,1,K,1,1,L,99,1,11,49,486,0,28,985915774,2,0,0
53,60,0,2,H,1,1,L,99,1,#,38,120,0,4,203644888,2,0,0
37,60,0,1,K,1,1,a,99,20,#,27,2149,0,27,607424741,2,0,1
44,100,0,2,T,1,1,L,99,1,11,38,410,0,23,942832859,4,0,0
33,30,0,1,D,1,#,9,99,1,#,33,5142,500,1,256123089,4,0,1
27,80,0,1,T,1,1,a,99,1,11,52,4520,0,14,251190355,4,0,0
59,100,0,2,T,1,1,a,99,99,#,41,330,0,11,323397202,4,0,0
37,100,0,1,D,1,1,L,99,1,#,19,1450,0,1,100362523,4,0,0
24,3,3,2,K,1,1,a,10,21,12,18,1320,0,27,970504988,2,1,0
39,100,0,2,C,1,1,a,99,1,11,32,324,0,24,958922297,2,0,0
37,100,0,2,T,1,1,L,99,1,11,33,324,0,14,969510513,4,0,0
29,100,0,1,T,1,1,L,99,1,11,24,648,0,14,961022953,2,0,0
30,3,4,1,C,1,1,L,9,1,#,23,864,0,23,944989017,2,1,0
44,100,0,2,T,1,1,a,99,1,11,37,302,0,15,958673937,4,0,0
19,0,10,1,T,1,1,L,3,17,#,15,3000,0,9,954805512,3,0,0
33,100,0,2,T,1,1,a,99,1,#,24,324,0,11,943840532,4,0,0
35,180,0,2,H,1,#,#,99,1,#,34,1520,500,**,247491652,4,0,1
48,100,3,2,K,1,1,L,10,1,11,44,324,0,**,971804118,2,1,0
48,100,0,2,C,1,1,L,99,1,#,35,226,0,23,507017081,4,0,0
38,100,1,2,K,1,1,L,3,1,11,34,1000,0,27,960731339,2,0,1
23,110,0,2,K,1,1,a,99,17,11,15,130,0,28,957695994,3,0,0
26,100,5,2,R,1,1,L,8,1,12,26,324,0,**,995270665,2,1,0
28,5,0,1,D,1,1,L,99,1,#,28,4990,500,1,256974041,2,1,0
61,60,0,1,Q,1,1,L,99,1,#,19,10000,0,**,905061635,3,0,1
47,30,2,2,T,1,1,L,8,1,#,27,2600,0,13,313546005,2,0,0
35,70,0,2,N,1,1,a,99,99,#,16,500,0,**,801250453,2,0,0
62,50,0,1,K,1,1,L,99,1,#,53,1,0,26,615996398,4,0,0
22,80,0,2,T,1,1,L,99,25,12,18,3600,0,13,962549220,4,0,2
39,60,0,1,K,1,1,L,99,1,#,24,1444,0,29,613478174,2,0,1
59,40,0,1,K,1,1,L,99,12,#,58,120,500,28,991406729,3,0,0
16,3,4,1,T,1,1,L,9,1,11,53,2678,0,11,981914591,2,0,1
32,0,5,2,D,1,1,a,3,21,12,28,480,0,1,987502509,3,1,0
0,60,0,#,T,2,1,9,99,1,#,999,53341,0,13,972522229,2,0,1
42,80,0,1,K,1,0,#,99,1,11,40,700,500,**,977015261,4,0,1
26,3,3,1,C,1,1,L,10,1,#,20,540,0,**,949040332,2,0,1
28,0,1,1,H,1,#,9,3,1,12,28,250,0,7,257009389,3,1,0
30,100,0,2,K,1,1,L,99,1,#,24,1620,0,26,952694800,4,0,0
57,100,0,1,C,1,1,L,99,1,#,13,5763,0,23,504118264,3,0,0
39,60,0,2,K,1,1,L,99,8,#,20,3200,0,27,601181199,2,0,1
50,60,0,1,T,1,1,L,99,1,12,44,6000,0,**,973269999,2,0,1
29,90,0,2,N,1,1,R,99,1,#,29,700,0,33,246825590,4,0,1
23,50,0,1,T,1,1,L,99,1,12,19,1007,0,**,970859103,2,0,1
52,90,0,2,T,1,1,L,99,1,12,52,980,500,13,246959321,4,0,0
45,10,1,1,C,1,1,L,3,1,#,43,6000,0,23,988079436,2,0,1
70,50,1,2,K,1,1,0,9,1,#,51,1,0,27,603022138,2,0,0
58,100,0,2,K,1,1,L,99,99,#,45,324,0,14,614889051,4,0,0
31,50,0,2,H,1,1,a,99,1,#,15,4044,0,22,203985575,3,0,1
61,50,0,2,N,1,1,L,99,1,12,55,2100,0,33,946918826,4,0,1
30,90,0,2,K,1,1,L,99,1,#,30,12713,500,27,996202186,4,0,1
59,100,0,2,T,1,1,L,99,1,#,44,1800,0,11,305249715,4,0,1
29,50,0,1,T,1,1,L,99,1,#,22,225,0,20,328599445,2,0,1
31,70,0,2,C,1,1,L,99,1,11,28,1007,0,**,966175206,2,0,1
51,100,0,1,T,1,1,L,99,1,12,39,648,0,**,982197632,2,0,0
55,100,0,2,T,1,1,L,99,1,11,52,324,0,27,972516398,4,0,0
67,50,0,2,C,1,1,L,99,1,#,67,49080,0,**,248410990,2,0,0
71,50,0,1,T,1,1,L,99,1,12,71,324,0,**,247858221,4,0,1
35,3,3,1,T,1,1,L,10,1,#,22,1400,0,11,325156845,2,0,0
56,60,0,1,S,1,1,L,99,1,12,56,700,500,39,246739422,2,0,1
58,100,0,1,H,1,1,a,99,1,#,41,1220,0,3,203012392,4,0,0
23,0,3,1,T,1,1,L,10,17,11,17,970,0,14,953219249,2,1,0
41,30,0,2,C,1,1,a,99,1,#,41,1360,0,23,253500322,4,0,1
28,90,0,2,N,1,1,a,99,1,12,24,4136,0,34,989223733,4,0,2
22,80,0,1,T,1,1,L,99,1,12,21,2149,0,12,253687464,4,0,1
21,70,0,2,Q,1,1,L,99,17,12,18,9321,0,40,961948398,4,0,2
52,5,5,2,T,1,1,L,3,1,11,50,2200,0,**,989397376,2,0,1
58,100,0,1,C,1,1,L,99,1,#,54,324,0,23,987206374,3,0,0
28,100,0,2,S,1,1,L,99,1,12,25,540,0,**,982787500,4,0,0
46,100,0,2,H,1,1,L,99,1,11,39,216,0,12,959546805,4,0,0
51,100,0,1,T,1,1,L,99,1,12,38,2520,0,13,306670345,4,0,0
55,10,7,1,Q,1,1,L,3,1,#,45,1000,0,40,906056896,3,1,0
33,30,1,1,T,1,1,L,10,1,#,26,2000,0,13,940992903,2,0,1
72,50,0,2,Q,1,1,L,99,99,#,67,540,0,40,976714473,4,0,0
27,50,0,2,T,1,1,L,99,1,11,21,1342,0,12,944898529,2,0,2
33,100,0,1,K,1,1,L,99,1,#,17,324,0,40,605107808,4,0,0
62,100,3,1,H,1,1,L,3,1,12,62,1,0,7,254920768,2,1,0
36,100,0,2,T,1,1,L,99,1,12,30,324,0,11,957672949,90,0,0
37,80,0,2,T,1,1,L,99,1,11,36,2071,0,13,995241989,4,0,1
35,10,2,2,R,1,1,L,3,1,#,31,4350,500,18,972144529,2,0,0
41,80,0,2,T,1,1,a,99,1,#,34,500,0,12,959595881,4,0,1
25,80,0,2,Q,1,1,L,99,1,11,25,2790,500,**,246891527,4,0,2
37,70,0,1,C,1,1,L,99,1,#,28,5388,0,**,508708677,2,0,0
29,30,0,1,T,1,1,L,99,1,12,29,6478,500,12,255046205,4,0,0
35,90,0,2,T,1,1,a,99,1,11,27,1080,0,14,951821694,4,0,1
48,100,0,2,N,1,1,a,99,1,#,31,540,0,33,800870759,4,0,0
21,20,1,2,S,1,1,L,5,1,#,21,1960,500,38,254511705,2,1,0
21,70,0,2,K,1,1,L,99,17,12,16,67532,0,27,954971149,2,0,1
30,100,0,2,T,1,1,a,99,17,#,21,3010,0,13,947352662,4,0,0
50,70,0,1,T,1,1,a,99,1,#,37,3,0,14,317161919,2,0,1
19,10,3,1,T,1,1,L,4,1,12,19,9444,0,12,996530907,1,0,0
49,90,0,2,K,1,1,L,99,1,12,48,324,0,**,987781966,4,0,0
50,100,0,1,T,1,1,L,99,1,11,46,500,0,**,965800013,4,0,0
33,90,0,2,H,1,1,L,99,1,#,20,3503,0,4,204513506,4,0,2
33,70,0,1,T,1,1,a,99,1,12,27,1720,0,**,969989449,4,0,1
27,70,0,2,T,1,1,L,99,17,11,20,1007,0,14,340711349,2,0,1
54,30,0,1,K,1,#,9,99,1,#,54,1,500,28,254000764,4,0,0
30,60,0,1,C,1,1,a,99,1,#,20,5780,0,23,509262225,2,0,0
26,110,0,2,K,1,1,L,99,17,11,19,1,0,27,946209102,4,0,1
31,60,0,1,C,1,1,a,99,1,#,20,1122,0,21,509037430,2,0,0
24,100,0,2,T,1,1,L,99,1,#,46,380,0,13,309321334,4,0,0
52,100,0,1,T,1,1,L,99,1,11,45,302,0,**,960429101,4,0,0
62,50,0,2,C,1,1,L,99,1,#,45,2481,0,23,505346451,2,0,0
29,10,5,1,C,1,1,L,3,1,12,26,999,0,23,970734033,2,0,1
58,30,0,2,K,1,1,L,99,8,16,58,1,500,27,255178619,2,0,0
39,70,0,2,T,1,1,L,99,1,11,29,1,0,11,326955733,2,0,1
49,130,0,2,T,1,1,a,99,1,#,30,380,0,11,314673417,4,0,0
19,0,3,1,C,1,1,a,10,1,11,31,1530,0,23,516586172,4,1,0
44,3,0,1,T,1,1,L,99,8,11,12,1404,0,37,984372115,2,1,0
57,5,4,1,Q,1,1,L,4,1,#,56,1007,0,**,987532862,2,0,0
27,3,8,2,Q,1,1,L,4,17,12,19,1080,0,13,949574187,3,1,0
20,3,0,2,T,1,1,L,99,27,#,18,720,0,12,246168819,4,0,1
19,10,8,2,T,1,1,L,4,1,16,53,3627,0,14,989465561,3,1,0
45,100,1,1,T,1,1,a,11,1,11,40,324,0,20,974892767,4,0,0
27,60,0,2,K,1,1,L,99,28,11,27,980,500,27,995221694,4,0,0
25,3,3,1,T,1,1,a,10,17,#,17,2187,0,13,954031128,2,0,1
36,110,0,2,C,1,1,L,99,99,#,19,960,0,23,505252494,4,0,0
4,100,6,2,K,1,1,L,7,8,#,21,648,0,28,954637715,4,0,0
25,10,5,1,T,1,1,a,3,28,#,18,1740,0,13,959924030,4,1,1
12,3,0,1,K,1,1,L,99,1,#,42,120,0,**,250704068,1,0,0
45,40,1,1,Q,1,1,L,8,1,#,34,500,0,42,905869042,2,0,1
31,110,0,2,S,1,1,L,99,1,11,25,120,0,**,950422979,4,0,1
34,70,0,2,C,1,1,L,99,1,#,18,324,0,13,507406111,4,0,0
43,5,10,2,S,1,1,L,3,1,#,34,2730,0,38,403786377,2,0,0
13,20,0,1,K,1,1,L,99,1,12,40,5280,500,**,242887673,4,0,0
22,60,0,2,T,1,1,L,99,1,#,38,1920,0,11,309104954,2,0,1
45,130,0,1,K,1,1,L,99,1,#,24,2400,0,27,603287539,4,0,0
50,90,0,2,C,1,1,L,99,1,11,46,500,0,23,990008349,4,0,1
28,90,0,1,T,1,1,L,99,1,11,24,11807,0,4,962824072,4,0,1
40,100,0,2,T,1,1,a,99,1,#,19,324,0,14,313136311,2,0,0
62,100,3,2,Q,1,1,L,10,1,#,59,648,500,40,988870325,2,1,0
70,50,0,1,C,1,1,L,99,1,11,65,200,0,23,964105232,2,0,0
41,70,0,1,R,1,1,a,99,1,11,34,2144,0,17,955480898,2,0,1
21,130,0,2,C,1,1,L,99,1,#,15,324,0,22,945446009,2,0,0
50,110,0,1,T,1,1,L,99,1,12,42,356,0,**,328595649,4,0,0
43,80,0,1,T,1,1,a,99,1,11,33,3450,0,12,318749479,4,0,0
40,60,0,2,K,1,1,L,99,1,#,30,2200,0,27,615110875,2,0,1
33,60,0,2,T,1,1,L,99,1,11,29,26678,0,13,955644420,2,0,1
49,60,0,2,Q,1,1,L,99,1,#,49,1180,0,40,995969498,4,0,1
5,2,0,1,T,1,1,L,99,1,12,38,360,0,13,992196838,4,0,0
58,0,10,2,H,1,1,L,3,1,#,40,1240,0,6,200901066,2,0,0
27,100,0,1,T,1,#,#,99,1,11,27,680,500,11,240381925,2,0,1
39,100,0,1,C,1,1,L,99,8,#,18,270,0,11,503580725,3,0,0
31,120,0,2,T,1,1,L,99,1,#,24,490,0,14,947594158,4,0,0
49,50,0,2,C,1,1,L,99,1,11,48,1167,0,24,993441615,2,0,1
55,100,1,2,N,1,1,L,11,1,11,49,324,0,34,967588113,2,0,0
29,3,7,2,K,1,0,9,5,21,#,28,600,500,28,249220779,3,0,1
21,3,3,2,Q,1,1,a,10,17,#,16,1487,0,47,979352065,2,0,0
24,70,0,2,T,1,1,a,99,8,12,20,1617,0,11,989201081,4,0,1
26,80,0,2,K,1,1,L,99,8,12,26,1040,0,28,996787526,4,0,1
41,70,0,1,T,1,1,L,99,1,12,30,1007,0,14,308749623,2,0,1
17,100,0,1,N,1,1,L,99,1,#,45,864,0,35,244200430,2,0,0
39,100,0,1,T,1,1,a,99,99,#,25,324,0,22,326051413,4,0,0
37,50,0,1,T,1,1,a,99,1,11,27,10000,0,14,940637650,2,0,0
36,70,0,1,T,1,1,a,99,1,11,43,120,0,**,254483243,4,0,0
33,30,0,2,N,1,1,L,99,21,12,32,496,500,33,993148175,3,0,1
34,50,0,2,C,1,1,L,99,1,#,21,240,0,**,507678650,2,0,0
29,100,0,1,N,1,1,L,99,1,#,20,594,0,34,803433668,3,0,1
50,90,0,1,N,1,1,a,99,1,#,43,1500,0,33,958516147,4,0,0
64,50,0,1,K,1,1,L,99,1,#,62,3000,0,**,982486866,2,0,1
39,100,0,2,T,1,1,L,99,1,12,37,240,0,**,984592656,4,0,0
34,100,0,2,K,1,1,a,99,10,#,27,324,0,28,958797531,4,0,0
44,160,0,1,K,1,1,L,99,99,#,27,3504,0,27,603282182,4,0,0
20,20,0,1,T,1,1,a,99,1,12,18,7777,0,11,240162846,3,0,1
20,20,0,1,T,1,1,a,99,1,#,42,360,0,**,953108626,2,0,1
52,90,0,2,C,1,1,a,99,1,#,34,3011,0,22,505840161,90,0,0
31,100,0,2,K,1,1,L,99,1,#,23,300,0,27,616123894,4,0,1
53,100,0,1,T,1,1,L,99,1,11,52,540,0,12,992573900,2,0,0
16,20,0,1,Q,1,1,L,99,1,11,44,700,0,43,983453356,2,0,1
11,2,8,2,Q,1,1,L,3,1,#,29,1690,0,**,997489170,2,1,1
22,80,0,2,T,1,1,L,99,17,#,16,4182,0,**,946750375,4,0,0
48,100,0,1,K,1,1,L,99,1,12,46,1296,500,**,987115481,4,0,1
38,20,2,1,T,1,1,L,4,1,#,18,675,0,11,310235263,2,0,0
24,0,4,2,T,1,1,a,3,17,12,17,6000,0,13,963050263,2,0,0
34,50,0,2,T,1,1,L,99,1,12,33,1368,0,27,993787833,2,0,1
16,20,0,2,T,1,1,a,99,1,12,48,9076,0,8,257930290,2,0,1
24,90,0,2,K,1,1,L,99,17,11,19,11036,0,27,954334337,4,0,1
49,100,5,1,D,1,1,L,3,1,#,43,324,0,1,944904862,3,1,0
21,100,0,1,T,1,1,L,99,1,11,46,324,0,14,957696911,4,0,0
27,70,0,2,C,1,1,a,99,1,#,27,540,0,**,255911318,4,0,1
27,10,6,1,K,1,1,a,3,1,#,20,1007,0,27,954119053,2,1,1
10,2,0,1,T,1,1,L,99,99,#,34,1007,0,8,954935146,4,0,1
55,70,0,2,T,1,1,L,99,8,11,53,1340,500,22,989892528,4,0,0
41,110,0,2,T,1,1,L,99,1,11,35,10216,0,14,940842657,4,0,1
39,100,2,1,T,1,1,a,3,1,#,30,9720,0,14,946586929,2,0,0
43,120,0,2,N,1,1,a,99,99,#,25,260,0,33,803257462,4,0,0
22,60,0,1,Q,1,1,a,99,8,#,17,700,0,40,983136875,4,0,1
34,10,3,1,T,1,1,L,8,1,#,33,500,0,14,992624870,2,0,1
25,100,0,1,C,1,1,L,99,17,11,19,324,0,24,945388956,2,0,0
33,60,0,2,K,1,1,a,99,1,#,23,1800,0,26,940030060,2,0,0
13,10,5,1,T,1,1,L,6,1,#,38,120,0,12,240880514,2,0,0
54,50,0,2,K,1,1,L,99,1,12,53,31710,0,28,248571522,4,0,0
53,20,0,2,N,1,1,a,99,1,11,53,1210,0,33,247326153,2,0,1
50,100,0,1,N,1,1,L,99,1,11,37,324,0,34,804311274,4,0,0
35,110,0,1,T,1,1,L,99,1,11,31,3087,0,13,960857833,4,0,0
25,110,0,2,T,1,1,L,99,1,#,15,3766,0,13,327063811,4,0,2
23,70,0,1,H,1,1,L,99,1,12,17,15848,0,1,953518825,3,0,1
74,50,0,1,T,1,1,a,99,1,#,55,540,0,13,315206971,2,0,0
16,20,0,2,S,1,1,L,99,1,#,50,540,0,38,991715516,2,0,1
32,110,0,1,R,1,1,a,99,1,#,18,3400,0,17,703401895,4,0,0
67,50,0,2,K,1,1,a,99,8,#,58,14600,0,27,941291394,2,0,0
30,80,0,2,T,1,1,L,99,1,11,25,120,0,**,961269232,2,0,1
44,100,0,1,H,1,1,L,99,1,#,24,613,0,4,200272925,4,0,0
26,70,0,1,T,1,1,L,99,1,12,20,5348,0,14,948344346,2,0,0
52,100,0,2,Q,1,1,L,99,1,#,44,810,0,**,907391769,4,0,1
24,30,2,2,T,1,1,L,4,8,#,18,2460,0,13,946256319,2,0,1
45,100,0,2,T,1,1,L,99,1,#,40,3000,0,**,955192889,90,0,1
23,0,7,1,T,1,1,L,3,10,12,21,2610,0,12,979080393,2,0,0
44,50,2,2,N,1,1,L,9,1,11,42,410,0,34,247949775,4,0,0
33,50,0,2,T,1,1,a,99,1,12,31,1496,0,13,247989678,2,0,1
38,60,0,2,K,1,#,9,99,1,#,37,1178,500,27,252376696,2,0,0
27,60,0,1,T,1,1,L,99,17,12,20,218,0,3,947017376,3,0,0
71,30,0,2,R,1,1,a,99,1,11,77,540,0,**,259775506,2,0,0
37,80,0,1,T,1,1,L,99,1,12,36,1500,0,14,995906646,4,0,1
19,50,0,2,C,1,1,L,99,8,#,17,324,0,**,982443112,4,0,0
14,20,0,2,N,1,1,L,99,1,#,43,300,500,**,253167722,4,0,0
28,60,0,2,T,1,1,a,99,1,12,22,240,0,**,969122845,2,0,1
60,100,7,1,C,1,1,L,3,1,12,58,324,0,23,988769250,2,0,0
41,90,0,2,T,1,1,L,99,8,#,20,324,0,11,313357186,4,0,0
20,100,0,1,D,1,1,a,99,1,#,43,19980,0,1,104140537,4,0,1
46,3,6,1,T,1,1,L,7,1,#,31,500,0,14,304431717,2,0,0
27,100,0,1,N,1,1,L,99,1,11,23,195,0,33,962669181,4,0,0
48,70,0,1,T,1,1,L,99,1,12,41,600,0,14,993868919,4,0,0
15,20,0,2,C,1,1,a,99,1,#,44,1960,0,23,989508024,4,0,1
39,60,0,2,T,1,1,L,99,1,11,35,8120,0,13,963255331,2,0,0
44,100,8,1,H,1,1,L,3,1,#,25,216,0,7,201267038,2,0,0
58,50,0,2,H,1,1,L,99,1,11,54,9859,0,**,959739191,2,0,0
41,80,0,1,Q,1,1,L,99,1,#,41,240,500,47,240448553,4,0,1
44,30,2,1,N,1,1,a,7,1,11,41,700,0,33,245525971,2,0,1
24,100,0,2,T,1,1,L,99,1,12,17,324,0,**,946834942,4,0,0
36,80,0,1,K,1,1,L,99,1,#,34,120,500,27,246026585,4,0,0
24,20,2,2,T,1,1,L,4,1,11,22,1857,0,10,981892421,2,0,1
51,10,4,1,T,1,1,L,5,8,#,37,100,0,12,324631592,2,0,0
59,60,0,1,T,1,1,a,99,1,#,42,2287,0,14,305098680,2,0,1
37,70,0,2,K,1,1,L,99,1,#,33,480,0,27,969594982,2,0,0
26,10,0,1,H,1,1,L,99,1,11,26,1800,500,**,256159112,2,0,0
33,80,0,2,Q,1,1,L,99,1,11,33,240,500,40,995203108,4,0,0
21,100,0,1,K,1,1,L,99,1,#,15,624,0,**,945561794,2,0,0
70,50,0,2,T,1,1,L,99,1,11,70,537,500,**,252615015,1,0,1
0,100,0,#,T,2,1,L,99,1,11,999,432,0,12,981704415,2,0,0
62,50,0,2,Q,1,1,L,99,99,#,46,240,0,40,903027957,2,0,0
70,50,0,1,T,1,1,R,99,1,#,66,378,500,11,989987267,2,0,1
28,100,0,1,T,1,#,#,99,1,11,28,120,500,**,251224772,2,0,0
0,60,0,#,T,2,1,L,99,1,11,999,4785,0,9,944041363,2,0,1
30,60,0,1,K,1,1,a,99,1,11,25,59720,0,28,984565312,2,0,1
26,120,0,2,K,1,1,L,99,1,#,16,741,0,25,615705158,4,0,0
27,100,0,2,H,1,1,L,99,1,#,25,3600,0,5,981474806,4,0,1
54,60,0,2,T,1,1,L,99,8,11,50,9480,0,**,968148064,3,0,0
39,90,0,1,N,1,1,L,99,1,12,37,700,0,**,246629218,4,0,1
32,60,0,1,T,1,#,9,99,1,12,31,360,500,**,251043906,4,0,0
65,30,0,1,K,1,1,a,99,1,#,65,120,0,**,258164075,4,0,0
53,50,0,1,T,1,#,#,99,1,11,53,1,500,**,252892739,4,0,0
40,10,2,1,C,1,1,L,3,1,#,32,9970,0,23,509328748,2,0,1
52,50,0,1,K,1,1,a,99,8,#,29,4869,0,27,601014593,4,0,1
55,80,0,1,T,1,1,L,99,1,12,54,120,0,**,991244062,4,0,0
41,60,0,1,T,1,#,#,99,1,11,41,648,500,**,246140882,4,0,0
46,80,0,1,D,1,1,L,99,1,#,44,1100,500,1,989940128,4,0,0
20,60,1,2,Q,1,1,L,12,1,12,44,960,0,**,977291933,2,0,0
37,60,3,2,T,1,1,L,9,1,11,32,1620,0,**,952450935,2,0,0
19,90,0,1,T,1,1,L,99,1,#,48,16800,0,14,327317131,4,0,1
18,100,3,2,H,1,1,L,10,1,#,50,648,0,**,962012738,2,1,0
26,100,0,2,H,1,1,a,99,1,11,18,2290,0,4,951083646,4,0,0
30,30,1,1,K,1,1,a,5,17,#,18,3129,0,28,615764501,3,0,1
49,50,0,1,D,1,1,L,99,1,#,43,360,0,1,966733900,2,0,0
28,80,0,2,T,1,1,a,99,1,12,26,324,0,**,247333363,4,0,0
30,100,0,2,N,1,1,L,99,1,11,22,302,0,28,956916981,4,0,0
44,80,0,1,D,1,1,L,99,1,#,44,1920,500,**,251245273,4,0,1
68,50,0,2,T,1,1,L,99,10,#,52,480,0,14,315654678,4,0,1
64,50,0,2,C,1,1,L,99,1,11,39,2,0,23,248772226,4,0,0
44,70,0,1,R,1,1,a,99,1,#,20,130,0,17,700524208,2,0,1
40,40,0,1,K,1,#,#,99,1,#,40,2616,500,**,249814424,4,0,0
20,60,0,1,K,1,1,L,99,17,11,18,1007,0,28,979496344,3,0,1
37,0,7,2,Q,1,1,L,3,1,11,34,130,500,46,996006635,3,1,1
37,100,0,2,T,1,1,L,99,1,11,26,540,0,14,327112626,4,0,0
62,50,0,1,H,1,1,a,99,1,#,15,324,0,**,201164192,4,0,2
26,100,0,2,T,1,1,L,99,1,#,20,648,0,11,951846858,4,0,0
30,90,0,2,K,1,1,L,99,1,12,29,980,0,27,992736390,4,0,1
25,100,0,2,T,1,1,L,99,8,12,22,324,0,28,969361977,2,0,0
30,90,0,1,K,1,1,L,99,1,#,18,360,0,27,614969228,2,0,1
33,2,1,1,T,1,1,L,10,1,#,26,1200,0,11,940951545,2,0,1
47,100,0,2,K,1,1,L,99,1,#,43,2000,0,27,968159367,4,0,0
23,40,1,2,C,1,1,a,9,1,12,39,1100,0,**,952872130,2,0,0
57,100,0,1,C,1,1,L,99,1,#,50,324,0,24,958151790,2,0,0
41,100,0,1,K,1,1,L,99,1,#,23,648,0,29,613445126,3,0,0
26,100,4,2,C,1,1,L,9,1,#,15,540,0,12,508285803,2,0,0
52,10,4,2,N,1,1,L,5,99,#,36,937,0,35,803215322,2,0,1
29,100,0,2,T,1,1,L,99,17,#,20,324,0,13,944781629,4,0,0
35,100,0,2,D,1,1,L,99,1,11,34,324,0,1,985844640,2,0,0
64,50,0,1,T,1,1,L,99,1,12,27,240,0,9,995160838,4,0,1
31,90,0,1,T,1,1,L,99,1,12,29,3720,0,**,240870669,4,0,1
29,100,0,1,T,1,1,L,99,20,11,22,1058,0,13,328546719,4,0,1
40,70,0,1,R,1,1,L,99,1,12,31,58137,0,**,942626205,2,0,1
31,30,1,2,H,1,1,L,8,1,#,26,6176,0,**,960365284,2,0,1
47,100,0,1,Q,1,1,L,99,99,#,32,324,0,40,903578981,4,0,0
30,100,0,1,T,1,1,L,99,1,11,24,648,0,**,950691193,4,0,0
59,50,0,1,T,1,1,L,99,1,#,58,100,0,14,247567789,2,0,0
36,50,0,1,T,1,1,L,99,1,12,35,842,500,8,988835266,2,0,1
0,60,0,#,T,2,1,L,99,1,#,999,980,500,14,990646284,2,0,0
67,50,0,1,T,1,1,L,99,1,#,57,120,0,14,307444523,4,0,0
48,120,0,2,T,1,1,L,99,1,#,35,13608,0,**,324964896,4,0,1
24,50,0,2,D,1,1,L,99,22,#,15,5710,0,1,104117539,2,1,0
26,60,0,1,T,1,1,L,99,1,#,20,120,0,**,947393314,2,0,1
21,100,0,2,C,1,1,a,99,1,#,44,324,0,23,952033086,4,0,0
31,10,2,1,T,1,1,L,6,1,#,28,1,0,13,966821143,2,0,0
62,80,0,2,T,1,1,a,99,1,11,49,2000,0,13,307358152,4,0,1
30,110,0,2,K,1,1,L,99,8,#,17,300,0,27,605500490,4,0,0
46,3,4,1,Q,1,1,L,9,1,#,40,2900,0,40,949634475,2,1,0
27,30,0,1,Q,1,#,9,99,1,11,27,1200,500,40,256080022,4,0,0
38,130,0,2,T,1,1,L,99,99,#,24,25408,0,13,305143783,4,0,1
20,20,0,2,T,1,1,a,99,1,12,44,1007,0,11,983422447,4,0,1
