region,id,campaign,contract_type,payway,paid_flg,arrears_at,pref,career,sex,arrears_count,domain,amount,age,selling_method,entry_age,customer_rank,identified_doc,bill_updage_count
T,996505343,L,1,4,0,99,14,#,2,0,0,1215,40,1,39,100,1,0
C,500774564,L,1,2,0,99,22,#,1,0,0,45900,38,1,18,80,1,0
T,258366031,a,1,4,0,99,**,11,1,0,0,594,53,1,52,30,1,1
D,970686812,L,1,4,0,99,1,#,1,0,0,19210,18,1,39,20,1,1
T,317081979,L,1,4,0,99,13,#,2,0,0,480,39,1,27,110,1,0
C,986215030,R,1,4,0,99,**,12,2,0,0,2000,45,1,44,100,1,0
,248361339,,,,1,,,,,,,120,,,,,,
K,993757630,L,1,4,0,99,27,12,2,0,500,120,54,1,53,100,1,0
C,958458232,L,1,4,0,99,**,11,1,0,0,1007,27,1,23,60,1,2
N,985175304,a,1,4,0,99,35,#,1,0,0,2149,25,1,21,50,99,1
C,516669506,a,1,4,0,99,**,#,1,0,0,864,25,1,44,100,1,0
Q,250257247,L,1,4,0,99,**,16,1,0,0,2149,28,1,28,70,1,0
T,976814399,L,1,2,0,99,**,11,1,0,0,9520,41,1,38,50,1,0
K,970222352,L,1,2,0,10,27,#,2,3,0,9960,27,1,23,10,8,1
H,949282494,L,1,2,0,99,3,12,2,0,0,240,60,1,18,100,1,0
K,614907020,a,1,4,0,99,29,#,1,0,0,1296,65,1,51,50,99,1
N,246327532,L,1,4,0,99,35,#,2,0,500,720,29,1,29,90,1,0
K,991592717,L,1,4,0,99,27,#,2,0,500,1296,69,1,66,50,8,0
N,996023576,a,1,4,1,99,33,#,1,0,0,3000,999,1,39,3,99,0
K,990263375,L,1,4,0,99,**,12,1,0,0,194,51,1,49,100,1,0
,256080313,,,,1,,,,,,,920,,,,,,
T,949655413,a,1,2,1,99,11,12,2,0,0,1320,27,1,19,100,17,0
K,993323764,L,1,3,0,99,27,#,1,0,0,540,18,1,17,100,8,1
K,972465652,L,1,3,0,3,**,12,2,6,0,324,46,1,18,100,1,0
,962702329,,,,0,,,,,,,6000,,,,,,
T,248442203,L,1,2,0,99,14,#,1,0,500,1007,24,1,23,60,1,1
K,247742850,9,1,4,0,99,27,#,2,0,500,3470,54,#,52,50,1,0
K,252376696,9,1,2,0,99,27,#,2,0,500,1178,38,#,37,60,1,0
Q,244083109,L,1,2,0,99,40,#,2,0,0,3600,22,1,21,50,1,0
T,943374815,a,1,2,0,99,13,#,2,0,0,5370,27,1,18,50,17,1
C,991060382,L,1,4,0,99,**,12,2,0,0,2000,37,1,36,100,1,1
R,977408228,L,1,4,0,99,17,12,2,0,0,324,27,1,22,100,1,0
Q,900789498,L,1,2,0,99,40,#,1,0,0,980,43,1,24,100,99,1
Q,978497519,L,1,2,1,3,**,11,1,10,0,1404,33,1,31,3,1,0
T,969346117,L,1,4,0,99,46,12,2,0,0,615,23,1,19,110,1,0
C,943859944,L,1,4,0,99,22,12,1,0,0,2800,39,1,32,110,1,0
T,240706893,L,1,2,0,99,**,#,2,0,500,120,52,1,51,60,1,0
T,961601713,L,1,4,0,99,13,#,2,0,0,205,48,1,43,50,99,0
T,961045986,a,1,4,0,99,40,11,2,0,0,324,63,1,59,100,1,0
T,945302848,L,1,2,0,99,8,#,2,0,0,324,21,1,15,50,17,0
Q,247450039,L,1,4,0,99,**,12,2,0,0,300,23,1,23,90,1,0
T,962995619,L,1,2,0,99,1,#,1,0,0,1007,21,1,17,80,17,0
K,605672138,L,1,4,0,99,25,#,2,0,0,444,45,1,30,110,1,0
C,506978507,L,1,4,0,99,23,#,1,0,0,1090,38,1,25,100,8,1
D,956018801,L,1,4,0,99,1,11,1,0,0,500,26,1,21,110,1,0
D,104277332,a,1,2,0,99,1,11,2,0,0,324,49,1,39,100,1,0
T,977202454,L,1,4,0,99,14,#,2,0,500,350,53,1,50,100,1,0
K,973642058,L,1,4,0,99,28,#,2,0,0,120,54,1,51,90,1,0
K,250643162,L,1,2,0,99,26,#,2,0,0,540,16,1,47,20,1,1
T,323055637,L,1,3,0,99,41,#,2,0,0,980,41,1,24,70,6,0
T,313047431,L,1,2,0,99,**,#,2,0,0,895,61,1,42,50,1,1
T,986455662,L,1,2,1,9,13,12,1,4,0,324,29,1,27,100,1,0
T,942292391,L,1,4,0,99,30,12,2,0,0,2160,27,1,20,90,17,1
T,253665295,L,1,4,0,99,**,16,1,0,500,478,42,1,42,30,1,0
K,985844449,L,1,4,0,99,**,11,2,0,500,594,63,1,62,50,1,1
Q,988113370,a,1,4,0,99,44,12,2,0,0,540,44,1,40,100,1,0
T,956153073,L,1,4,0,99,14,#,1,0,0,2008,57,1,53,80,1,0
T,243549241,L,1,3,0,99,13,#,2,0,0,324,50,1,47,100,8,0
,245978788,,,,0,,,,,,,400,,,,,,
R,941595283,L,1,2,0,99,16,12,1,0,0,216,55,1,48,60,8,1
N,804679546,L,1,3,0,99,23,#,1,0,0,1836,26,1,17,50,1,1
Q,258311459,L,1,4,0,99,40,11,2,0,500,480,41,1,40,30,1,0
K,990507487,L,1,4,0,99,27,12,1,0,0,324,54,1,53,80,1,0
T,986307262,L,1,4,0,99,**,11,2,0,0,1180,43,1,42,90,1,0
T,995182990,a,1,4,0,99,**,11,1,0,0,1868,20,1,42,20,1,1
T,328560688,L,1,4,0,99,**,#,2,0,0,324,44,1,36,100,1,0
T,957065225,L,1,4,0,99,13,11,1,0,0,10500,36,1,31,100,1,1
C,505860895,L,1,4,0,99,23,#,1,0,0,3647,64,1,46,50,99,0
T,987297110,L,1,4,0,99,10,#,2,0,500,300,62,1,60,50,1,0
T,243641417,L,1,2,0,99,14,11,1,0,0,720,67,1,65,50,1,0
Q,905602790,L,1,2,0,99,47,#,2,0,0,1930,35,1,21,110,99,0
C,949037451,L,1,2,0,10,23,#,1,3,0,5460,39,1,34,10,8,0
C,506776492,L,1,2,0,99,22,#,2,0,0,324,55,1,40,100,1,0
T,104282170,L,1,4,0,99,14,12,2,0,0,500,37,1,29,100,1,0
D,247793788,L,1,4,0,99,1,16,2,0,500,518,48,1,48,70,1,1
D,103899803,L,1,4,0,99,**,11,2,0,0,323,42,1,31,130,1,1
T,952723555,L,1,2,0,99,23,#,2,0,0,2271,30,1,24,70,1,0
T,947158189,a,1,4,0,99,14,11,2,0,0,3800,48,1,39,110,1,1
K,257388678,L,1,2,0,99,**,11,1,0,500,1,59,1,59,30,1,0
Q,996757526,L,1,2,1,4,42,#,1,7,500,230,67,1,67,3,21,1
K,952865514,a,1,2,0,10,27,#,2,3,0,920,25,1,17,100,8,0
Q,900053223,L,1,2,0,99,40,#,1,0,0,1296,40,1,18,100,99,0
C,242691608,R,1,2,0,99,22,#,1,0,0,2065,22,1,22,80,1,1
T,954167986,L,1,2,0,99,13,11,2,0,0,42901,38,1,32,80,10,1
C,996500802,L,1,4,0,99,**,11,1,0,0,32940,45,1,45,80,1,0
C,940362897,L,1,4,0,99,**,#,1,0,0,540,34,1,24,100,1,1
D,104061452,L,1,2,0,99,1,12,1,0,0,1080,34,1,24,100,1,0
K,254678001,a,1,4,0,99,**,#,2,0,0,1,53,1,52,5,1,0
T,314163424,L,1,4,0,99,14,#,1,0,0,21129,49,1,31,90,1,1
T,941700774,L,1,4,0,99,13,#,2,0,0,3354,54,1,47,90,1,0
R,982812005,L,1,4,0,99,**,#,2,0,500,324,47,1,45,100,1,0
,340280799,,,,0,,,,,,,130,,,,,,
K,245009960,L,1,4,0,99,**,11,2,0,500,600,62,1,61,50,1,0
K,605133189,L,1,4,0,99,26,#,2,0,0,1404,61,1,44,100,8,0
N,970406137,L,1,4,0,99,**,#,1,0,0,972,20,1,56,100,1,1
H,204740382,a,1,2,0,99,4,#,2,0,0,5720,25,1,13,60,1,0
T,997537637,L,1,4,0,99,**,#,2,0,500,33120,70,1,69,50,8,0
S,403187195,L,1,4,0,99,36,#,1,0,0,45800,42,1,26,100,99,0
K,984515181,L,1,4,0,99,**,12,2,0,0,324,40,1,35,80,1,1
K,248807972,L,1,4,0,99,28,#,2,0,500,960,41,1,39,90,1,0
,989535886,,,,0,,,,,,,1000,,,,,,
T,327348167,L,1,2,1,3,**,#,1,8,0,1597,50,1,42,0,1,1
C,505817625,L,1,4,0,99,23,#,2,0,0,3002,42,1,24,100,1,0
K,951597666,a,1,4,0,99,27,11,2,0,0,5616,37,1,29,100,1,0
D,103680741,a,1,2,0,99,1,#,1,0,0,324,30,1,15,60,1,0
T,307130593,L,1,2,0,99,**,11,1,0,0,130,55,1,42,70,1,0
T,248185751,L,1,4,0,99,14,#,1,0,500,2630,31,1,30,90,1,0
T,956651455,L,1,4,0,99,**,11,1,0,0,1833,32,1,24,100,1,1
,259789030,,,,0,,,,,,,1210,,,,,,
T,971965219,L,1,2,0,99,9,12,2,0,0,324,20,1,17,50,17,0
N,250628448,L,1,4,0,99,**,11,1,0,0,7100,61,1,61,50,1,1
,258087798,,,,0,,,,,,,2280,,,,,,
D,103281692,L,1,3,0,99,1,#,2,0,0,315,53,1,36,50,2,0
K,259148734,L,1,2,0,99,**,#,1,0,0,611,20,1,20,5,26,0
T,997509165,L,1,4,0,99,9,12,2,0,500,2187,37,1,37,70,8,1
K,250897183,a,1,2,0,99,27,11,2,0,0,576,35,1,35,50,1,1
H,246815195,L,1,4,0,99,4,12,1,0,0,972,27,1,25,100,99,0
K,252745342,9,1,4,0,99,27,#,1,0,500,594,14,#,34,20,1,0
T,246169072,#,1,2,1,6,14,#,1,2,500,360,51,#,51,10,28,0
,987306453,,,,0,,,,,,,250,,,,,,
C,246277272,L,1,2,0,99,21,11,1,0,500,1080,30,1,30,50,1,0
T,313919964,L,1,4,0,99,12,#,1,0,0,427,35,1,15,140,1,1
,993592587,,,,0,,,,,,,250,,,,,,
R,966310106,a,1,2,0,99,**,11,2,0,0,490,25,1,21,70,1,0
S,259985749,a,1,4,0,99,38,#,2,0,0,1,49,1,49,30,1,0
T,983969036,L,1,4,0,99,**,11,1,0,0,960,34,1,32,80,1,1
C,515882047,a,1,4,0,99,23,#,1,0,0,1706,31,1,19,100,1,0
C,506789108,L,1,2,0,99,23,#,2,0,0,324,47,1,32,100,1,0
T,313144395,L,1,2,0,99,13,#,1,0,0,540,37,1,19,100,99,0
T,944618279,L,1,4,0,99,14,11,1,0,0,2554,24,1,17,100,1,2
T,251332920,L,1,4,0,99,14,#,2,0,500,540,55,1,54,80,1,1
K,952446184,a,1,2,1,10,**,#,1,3,0,2520,25,1,17,3,1,0
T,962549220,L,1,4,0,99,13,12,2,0,0,3600,22,1,18,80,25,2
C,251950514,L,1,4,0,99,23,#,1,0,0,2400,30,1,30,50,1,0
C,504728886,L,1,4,0,99,23,#,2,0,0,250,38,1,21,150,1,0
Q,248361060,L,1,4,0,99,**,#,2,0,500,324,52,1,52,100,1,0
S,403203749,L,1,4,0,99,38,#,2,0,0,2216,33,1,19,130,1,1
T,984692919,L,1,4,0,99,12,#,2,0,0,960,14,1,44,20,1,1
C,514973442,L,1,2,0,99,**,#,1,0,0,240,33,1,18,50,1,0
T,990240652,L,1,4,1,99,**,11,1,0,0,0,26,1,24,3,1,1
T,244274723,L,1,4,0,99,20,#,2,0,500,324,31,1,30,90,1,1
T,307583696,L,1,2,0,99,11,#,1,0,0,1188,49,1,39,100,1,0
Q,904250327,L,1,2,1,3,45,#,2,5,0,1366,39,1,22,0,1,1
T,987841009,L,1,4,0,99,**,11,2,0,0,75,62,1,60,50,1,1
T,940123996,a,1,2,1,4,13,12,2,7,0,700,28,1,18,100,17,0
,952974919,,,,0,,,,,,,600,,,,,,
C,243709729,L,1,4,0,99,23,11,2,0,0,4600,32,1,35,90,1,1
T,950413205,L,1,4,0,99,**,#,2,0,0,110,29,1,23,90,1,1
Q,904490798,L,1,2,1,3,46,#,2,4,0,5770,43,1,26,10,99,0
T,250837589,L,1,2,0,99,13,#,2,0,500,1,55,1,55,40,1,0
,905859160,,,,0,,,,,,,2400,,,,,,
Q,907174666,L,1,4,0,99,**,12,1,0,0,120,50,1,42,90,1,0
Q,905605870,L,1,2,0,99,40,#,2,0,0,365,34,1,22,60,1,0
T,963444024,L,1,2,0,99,**,11,1,0,0,324,27,1,20,100,1,0
T,243857988,a,1,3,1,5,27,12,1,5,0,60,21,1,18,100,1,0
T,313364444,L,1,4,0,99,13,#,2,0,0,424,41,1,22,110,1,0
K,970504988,a,1,2,1,10,27,12,2,3,0,1320,24,1,18,3,21,0
K,254646735,L,1,4,0,99,**,#,2,0,500,1,45,1,45,5,1,0
T,948572552,a,1,2,0,99,14,#,1,0,0,16420,29,1,20,50,1,0
T,987791343,L,1,4,0,99,**,16,2,0,0,360,49,1,48,90,1,1
Q,973255330,L,1,4,0,99,**,11,2,0,0,1950,25,1,22,90,1,1
Q,993849697,L,1,2,0,9,40,12,1,4,0,2794,24,1,23,3,1,1
C,505140827,L,1,4,0,99,24,#,2,0,0,120,66,1,49,50,1,0
H,257009389,9,1,3,1,3,7,12,1,1,0,250,28,#,28,0,1,0
,250397955,,,,0,,,,,,,400,,,,,,
D,103326374,L,1,4,0,99,1,#,1,0,0,540,32,1,15,100,1,0
C,513199896,L,1,4,0,99,22,#,2,0,0,540,46,1,29,100,1,2
R,241490428,L,1,4,0,99,**,#,2,0,500,960,15,1,44,20,1,0
T,966834300,a,1,4,0,99,12,#,2,0,0,95900,30,1,24,100,10,0
H,944569273,L,1,4,0,99,11,#,2,0,0,7694,32,1,25,100,1,2
T,308780171,L,1,2,0,99,**,#,1,0,0,130,24,1,16,50,1,0
Q,968627411,L,1,4,0,99,**,#,1,0,500,240,48,1,45,90,1,0
T,327044060,L,1,4,0,99,14,#,2,0,0,390,25,1,16,90,17,1
K,600198483,L,1,2,0,99,27,#,2,0,0,15660,45,1,21,100,1,1
,247334120,,,,0,,,,,,,960,,,,,,
,307197551,,,,0,,,,,,,920,,,,,,
H,255827269,L,1,2,0,99,**,#,2,0,0,1,64,1,64,5,1,0
T,242657748,L,1,2,0,8,9,#,1,2,0,7410,28,1,28,10,1,1
T,985173398,L,1,1,1,99,11,#,1,0,500,2000,43,1,41,3,1,1
,987920397,,,,0,,,,,,,-64500,,,,,,
,980309141,,,,0,,,,,,,9380,,,,,,
Q,905636242,L,1,4,0,99,40,#,1,0,0,302,68,1,57,100,99,0
D,984790724,L,1,2,0,3,1,11,2,2,0,3335,31,1,30,10,1,0
D,253428540,a,1,4,0,99,1,11,2,0,0,700,55,1,53,80,1,1
Q,950988079,L,1,2,0,99,47,11,2,0,0,120,34,1,26,100,1,0
T,326335233,L,1,3,0,7,11,#,2,1,0,240,34,1,24,50,1,0
T,956640382,L,1,2,0,99,27,#,1,0,0,23800,28,1,20,50,1,0
T,958977141,L,1,4,0,99,14,#,1,0,0,2116,51,1,44,90,1,1
H,996835807,a,1,2,0,99,3,11,2,0,0,5230,33,1,30,50,1,1
H,997146072,L,1,1,0,99,**,11,1,0,0,130,29,1,29,50,1,1
C,253032758,L,1,4,0,99,23,#,2,0,500,4040,38,1,36,80,1,0
Q,905343177,L,1,2,0,99,35,#,1,0,0,500,32,1,20,60,99,0
T,243374300,L,1,4,0,99,**,12,2,0,500,750,41,1,38,90,1,1
,328089462,,,,0,,,,,,,11200,,,,,,
C,954981153,L,1,2,0,99,**,11,2,0,0,648,19,1,44,100,1,0
D,103858412,L,1,4,0,99,1,#,1,0,0,1058,50,1,39,110,1,1
Q,947700112,L,1,4,0,99,43,12,2,0,0,864,40,1,33,100,1,0
,325695775,,,,0,,,,,,,130,,,,,,
T,251517437,L,1,4,0,99,8,12,2,0,500,600,28,1,28,80,1,0
Q,992558681,L,1,2,1,6,46,11,1,7,0,324,52,1,51,100,1,0
T,996639072,L,1,4,0,99,13,11,1,0,500,120,39,1,39,90,1,0
,962914125,,,,0,,,,,,,20560,,,,,,
K,967464713,L,1,2,0,99,33,11,1,0,0,500,32,1,28,100,1,1
,251213203,,,,0,,,,,,,360,,,,,,
,241008789,,,,0,,,,,,,37240,,,,,,
T,952249686,L,1,4,0,99,11,11,2,0,0,5000,28,1,23,150,10,1
C,506568996,L,1,4,0,99,12,#,1,0,0,240,60,1,46,50,99,1
C,507706606,L,1,2,0,5,**,#,1,5,0,960,47,1,30,10,1,0
,258891325,,,,0,,,,,,,960,,,,,,
,242241227,,,,0,,,,,,,3600,,,,,,
S,403610499,L,1,4,0,99,37,11,2,0,0,5181,46,1,36,110,1,1
T,984620357,a,1,4,0,99,14,11,2,0,0,199,28,1,24,90,1,1
,981876991,,,,0,,,,,,,260,,,,,,
C,506486926,L,1,2,0,99,**,#,2,0,0,324,27,1,11,100,1,0
N,804573470,L,1,2,1,11,33,#,1,2,0,648,19,1,54,100,1,0
T,245801435,R,1,2,0,99,**,#,2,0,500,10000,43,1,43,10,1,0
N,804108717,L,1,2,0,99,34,#,1,0,0,440,59,1,13,100,1,0
N,804754183,L,1,4,0,99,33,#,1,0,0,1800,52,1,43,90,1,1
K,240671535,L,1,4,0,99,27,12,2,0,0,2100,42,1,42,90,1,1
Q,242219013,L,1,2,0,11,**,11,1,1,0,1500,19,1,49,20,1,0
K,950066451,L,1,2,0,99,28,#,1,0,0,7040,41,1,35,50,1,0
T,941953656,L,1,2,0,99,12,11,2,0,0,324,32,1,25,50,1,2
T,316928649,L,1,2,0,99,13,#,2,0,0,1380,24,1,39,70,1,0
T,315269151,a,1,2,0,99,13,#,1,0,0,700,41,1,23,70,1,1
T,945911342,L,1,2,0,99,**,11,1,0,0,324,24,1,18,100,1,0
Q,243894918,L,1,4,0,99,46,#,2,0,0,240,31,1,31,70,1,0
K,955030679,a,1,2,0,99,**,11,2,0,0,2118,43,1,36,100,1,0
,247385169,,,,0,,,,,,,400,,,,,,
,255576101,,,,0,,,,,,,2580,,,,,,
T,305860475,a,1,4,0,99,8,#,1,0,0,89606,38,1,25,90,1,1
K,241778681,L,1,2,0,99,25,#,2,0,500,49900,48,1,48,50,1,0
,972216763,,,,0,,,,,,,130,,,,,,
,246947406,,,,0,,,,,,,40,,,,,,
D,243405894,L,1,2,0,99,**,#,2,0,0,240,60,1,60,50,1,1
,254652317,,,,0,,,,,,,480,,,,,,
K,240037467,L,1,2,1,10,28,#,2,3,0,2149,57,1,57,3,1,1
H,946660654,a,1,4,0,99,4,#,2,0,0,120,39,1,30,90,1,0
K,993095241,L,1,2,0,99,**,12,2,0,500,324,46,1,45,100,1,0
T,307653385,L,1,4,0,99,12,#,1,0,0,500,20,1,43,110,99,1
T,987562729,a,1,2,0,99,**,11,1,0,0,4014,21,1,41,60,1,1
S,970600440,L,1,2,1,3,37,#,2,4,0,324,25,1,19,100,8,0
T,247017885,L,1,2,1,99,13,11,1,0,0,130,22,1,20,10,1,1
C,952872130,a,1,2,0,9,**,12,2,1,0,1100,23,1,39,40,1,0
T,985287002,L,1,4,0,99,**,11,2,0,0,432,15,1,44,100,1,0
,241503398,,,,0,,,,,,,1080,,,,,,
T,943821211,a,1,4,0,99,14,11,1,0,0,540,36,1,28,110,1,1
K,248970680,L,1,4,0,99,**,12,2,0,0,1490,61,1,60,50,1,1
T,992213869,R,1,4,0,99,**,#,2,0,500,1920,44,1,42,70,1,0
T,981257863,a,2,2,0,99,15,11,#,0,0,960,0,1,999,50,1,0
K,947199691,L,1,2,0,99,28,#,2,0,0,264,24,1,18,60,17,1
T,314673417,a,1,4,0,99,11,#,2,0,0,380,49,1,30,130,1,0
Q,906688820,L,1,2,0,99,**,#,2,0,0,432,24,1,15,100,1,0
T,980369126,L,1,4,0,99,13,12,1,0,0,960,61,1,58,50,10,0
T,967577827,L,1,4,0,99,22,11,1,0,0,324,23,1,19,100,17,0
H,949478826,L,1,2,0,99,6,#,2,0,0,1098,31,1,25,60,1,0
T,327261562,a,1,4,0,99,11,#,1,0,0,324,25,1,45,100,1,0
C,500802733,L,1,2,0,99,22,#,1,0,0,324,63,1,42,100,99,0
T,983210806,L,1,2,1,3,12,12,2,7,0,2900,23,1,21,5,6,0
,246285208,,,,0,,,,,,,960,,,,,,
K,996003724,L,1,4,0,99,26,12,1,0,0,120,47,1,47,80,1,0
T,243248951,R,1,4,0,99,**,#,1,0,0,9320,44,1,43,80,1,0
K,605001807,a,1,4,0,99,26,#,2,0,0,1,64,1,45,50,1,0
,968255507,,,,0,,,,,,,3000,,,,,,
T,949080057,L,1,4,0,99,13,#,2,0,0,3160,32,1,26,70,8,0
T,978945003,0,2,4,0,99,44,12,#,0,0,1,0,1,999,40,1,0
K,946799462,L,1,2,0,99,27,12,2,0,0,3299,26,1,17,100,17,0
T,945111667,L,1,2,0,99,**,#,2,0,0,240,38,1,29,60,1,0
K,251895981,#,1,2,0,99,**,#,1,0,500,1,65,#,65,30,1,0
T,327276471,L,1,4,0,99,13,12,2,0,0,4000,52,1,42,100,1,0
T,242585555,L,1,2,0,99,**,#,2,0,500,120,7,1,32,2,1,0
K,805004637,L,1,3,0,3,27,11,2,7,0,2930,40,1,33,10,1,1
T,251324179,L,1,4,0,99,11,11,1,0,500,540,45,1,45,90,1,1
T,993750589,L,1,4,0,99,12,11,1,0,0,7608,48,1,47,80,1,1
T,946982726,L,1,2,1,99,12,#,2,0,0,980,24,1,17,0,21,1
T,256887274,L,1,3,0,99,8,#,1,0,500,2400,79,1,79,5,1,0
C,954288252,L,1,4,0,99,**,#,1,0,0,1487,20,1,54,100,1,1
T,963430255,a,1,4,0,99,**,12,2,0,0,999,23,1,16,60,1,0
K,971965363,a,1,4,0,99,27,#,2,0,0,1296,19,1,40,100,1,0
T,996621414,L,1,4,0,99,**,12,2,0,0,360,55,1,54,100,1,0
,259332230,,,,0,,,,,,,120,,,,,,
K,615189651,L,1,4,0,99,27,11,2,0,0,1,66,1,56,50,1,0
H,204221775,a,1,2,0,99,2,#,2,0,0,11700,30,1,15,40,8,0
C,945707369,L,1,2,1,5,**,#,1,7,0,6500,19,1,13,3,1,0
T,953631752,L,1,2,0,99,14,#,1,0,0,3720,18,1,40,20,99,0
D,104256309,L,1,2,0,99,1,#,2,0,0,150,75,1,67,100,1,0
Q,252645858,L,1,4,0,7,47,#,2,1,0,1007,62,1,60,40,1,1
C,505562533,L,1,4,0,99,23,#,1,0,0,240,43,1,25,120,1,0
,607401486,,,,0,,,,,,,130,,,,,,
T,994873934,L,1,2,0,99,10,12,2,0,0,302,49,1,48,100,1,0
Q,996765099,L,1,4,0,99,**,12,1,0,500,307,46,1,46,80,1,0
C,250962844,a,1,2,0,99,**,12,2,0,0,480,20,1,47,20,1,0
,967686948,,,,0,,,,,,,2900,,,,,,
Q,241603454,L,1,2,0,99,40,#,1,0,500,648,39,1,70,100,8,0
C,513678837,L,1,4,0,99,21,#,1,0,0,1,66,1,50,50,1,0
N,247124210,L,1,4,0,99,33,11,2,0,500,1134,49,1,49,90,1,1
,974585960,,,,0,,,,,,,1090,,,,,,
Q,901841327,a,1,2,0,99,40,#,2,0,0,1200,41,1,22,100,99,0
K,616168313,a,1,4,0,99,25,#,2,0,0,1160,22,1,48,110,1,0
T,318497591,L,1,2,1,3,13,#,1,10,0,5000,37,1,29,5,26,1
K,986385565,L,1,4,0,3,**,11,2,1,0,1216,45,1,44,10,1,0
D,996814796,L,1,4,0,99,1,12,1,0,500,240,43,1,43,80,1,0
H,200428790,L,1,4,0,99,2,#,2,0,0,2398,52,1,33,110,1,0
C,963193455,L,1,2,1,3,23,11,2,8,0,648,49,1,44,3,1,0
T,316702559,L,1,2,0,99,13,#,1,0,0,324,53,1,40,100,1,0
C,514880203,L,1,2,0,99,23,#,2,0,0,480,25,1,13,50,1,1
T,943233390,L,1,2,0,99,15,12,2,0,0,960,37,1,30,90,1,1
T,252324877,L,1,2,0,99,12,#,2,0,500,1,69,1,69,30,8,0
T,977000648,a,1,2,0,99,**,11,1,0,0,1766,55,1,49,50,1,0
K,942513716,L,1,4,0,99,28,11,1,0,0,2149,32,1,26,90,1,1
K,240968813,9,1,4,0,99,**,#,1,0,500,240,48,#,47,70,1,0
,245595443,,,,0,,,,,,,130,,,,,,
C,954935617,a,1,2,0,99,21,11,1,0,0,4975,48,1,43,70,1,1
C,245126914,L,1,2,0,5,21,11,1,7,0,1572,21,1,21,3,1,0
C,991204521,L,1,4,0,99,23,12,1,0,500,720,49,1,48,110,1,0
T,947503735,a,1,2,0,99,15,#,1,0,0,1000,55,1,46,50,1,0
T,323840861,L,1,3,0,4,28,#,2,4,0,594,40,0,25,10,1,1
T,323035257,L,1,2,0,99,12,#,2,0,0,540,68,1,50,100,1,0
T,242867706,L,1,4,0,99,40,16,1,0,500,324,30,1,28,80,1,1
T,257919257,a,1,4,0,99,**,11,1,0,0,1,50,1,50,30,1,0
,205157486,,,,0,,,,,,,1680,,,,,,
T,327323590,L,1,2,0,99,12,#,1,0,0,5800,55,1,47,50,1,0
T,989987267,R,1,2,0,99,11,#,1,0,500,378,70,1,66,50,1,1
N,249111561,L,1,3,0,99,31,12,1,0,500,11700,20,1,20,50,8,0
Q,907169116,L,1,4,0,99,**,#,1,0,0,1007,24,1,37,90,1,1
Q,990284156,L,1,2,0,99,**,12,2,0,500,540,57,1,55,100,1,0
T,318868155,a,1,4,0,99,14,12,1,0,0,2007,31,1,21,70,1,1
T,978264017,L,1,2,1,8,11,#,2,5,0,3000,36,1,33,0,8,0
Q,241812665,L,1,2,0,99,**,#,1,0,500,324,80,1,78,100,28,0
R,973658130,L,1,2,0,8,17,#,2,2,0,240,57,1,55,30,1,0
T,958913188,L,1,2,0,99,14,11,2,0,0,540,31,1,26,100,1,0
,949776348,,,,0,,,,,,,1920,,,,,,
T,340528108,L,1,4,0,99,8,11,1,0,0,747,30,1,23,90,17,1
T,988904047,a,1,2,0,99,**,12,2,0,0,324,30,1,26,50,1,0
H,944271710,L,1,4,0,99,13,12,2,0,0,20,29,1,22,100,1,1
T,326255964,L,1,4,0,99,8,#,1,0,0,1,43,1,33,90,1,0
,326778890,,,,0,,,,,,,360,,,,,,
K,614452500,L,1,4,0,99,28,#,2,0,0,1,50,1,37,110,1,0
,944964333,,,,1,,,,,,,900,,,,,,
H,946474651,a,1,2,0,99,6,#,1,0,0,12080,23,1,15,60,99,0
K,249982625,L,1,4,0,99,28,#,2,0,500,1,12,1,67,20,28,0
K,605145611,L,1,4,0,99,27,#,1,0,0,500,31,1,15,80,1,1
Q,250894723,a,1,4,0,99,**,12,1,0,0,2200,54,1,52,50,1,0
D,241055291,L,1,4,0,99,**,#,1,0,500,240,8,1,34,2,1,0
N,803619638,L,1,2,0,99,35,#,2,0,0,1652,42,1,27,70,99,0
N,800684392,L,1,2,0,99,34,#,2,0,0,2607,63,1,44,50,99,1
Q,251062480,L,1,2,0,6,**,12,2,1,0,2149,25,1,24,50,1,1
K,248410959,L,1,2,0,3,**,#,2,3,500,1931,8,1,40,100,1,0
K,986720311,L,1,4,0,99,**,12,2,0,0,324,55,1,51,100,1,0
,246658088,,,,0,,,,,,,11760,,,,,,
K,246225507,L,1,2,0,99,27,12,2,0,0,424,33,1,33,50,1,1
T,252734949,a,1,2,0,99,11,#,1,0,0,130,24,1,22,30,1,1
T,977342618,a,1,4,0,99,4,12,1,0,0,5010,31,1,26,80,1,1
T,990459150,L,1,2,0,99,11,#,1,0,0,5820,52,1,49,50,1,1
,948398518,,,,0,,,,,,,3000,,,,,,
C,241254067,L,1,4,0,99,21,12,2,0,0,8775,36,1,36,90,1,1
C,969915832,L,1,2,0,99,23,11,2,0,0,30194,33,1,31,90,1,1
,948786701,,,,0,,,,,,,130,,,,,,
T,989575450,L,1,2,0,4,12,11,2,3,0,500,32,1,28,20,1,1
Q,257860839,L,1,2,0,99,**,#,2,0,500,1,61,1,61,30,1,0
,992919928,,,,1,,,,,,,1440,,,,,,
D,100362523,L,1,4,0,99,1,#,1,0,0,1450,37,1,19,100,1,0
