customer_rank,arrears_at,identified_doc,career,pref,sex,region,bill_updage_count,id,domain,campaign,contract_type,entry_age,age,payway,arrears_count,amount,paid_flg,selling_method
50,99,1,#,21,2,C,1,952291678,0,L,1,54,59,2,0,2000,0,1
50,99,1,11,23,1,C,1,253386842,0,a,1,24,28,2,0,420,0,1
150,99,99,#,13,1,T,1,301301562,0,L,1,34,54,4,0,120,0,1
100,99,1,12,4,2,C,0,987717755,0,L,1,24,25,4,0,324,0,1
90,99,1,#,27,2,K,0,250264119,500,L,1,38,39,4,0,1000,0,1
40,6,1,#,4,1,T,1,941253103,0,L,1,20,27,3,1,3917,0,1
0,3,1,12,47,1,Q,0,989232397,0,L,1,23,25,2,3,980,1,1
3,4,1,#,14,1,T,0,325431295,0,L,1,38,50,3,9,1,1,1
3,10,6,#,1,2,D,0,103190616,0,L,1,22,37,3,3,520,1,1
80,99,1,12,**,2,S,1,250538341,500,#,1,29,29,4,0,19734,0,#
70,99,1,#,7,2,H,0,205028813,0,L,1,28,36,2,0,1,0,1
50,99,6,#,13,1,T,0,325642243,0,L,1,26,39,2,0,610,0,1
100,99,1,11,**,1,T,0,992010977,500,L,1,54,56,4,0,540,0,1
100,10,17,#,23,2,C,0,980895686,0,a,1,18,23,2,2,1799,0,1
50,99,99,#,34,1,N,0,800236930,0,L,1,41,61,2,0,302,0,1
90,99,1,12,11,1,T,0,240740364,500,#,1,47,48,4,0,480,0,#
5,3,1,12,**,2,Q,0,986832042,0,a,1,36,40,4,6,2740,1,1
100,99,1,#,27,2,K,0,804674645,0,L,1,61,70,2,0,540,0,1
50,99,1,11,**,1,T,1,253149995,500,L,1,46,46,2,0,2689,0,1
100,99,1,#,13,1,T,1,307634247,0,L,1,42,52,4,0,120,0,1
140,99,1,11,33,2,N,0,940676391,0,L,1,42,49,4,0,5600,0,1
70,99,8,#,13,2,T,0,326188384,0,a,1,25,38,4,0,1480,0,1
90,99,1,#,13,2,T,1,323921553,0,L,1,33,48,4,0,1800,0,1
100,99,1,#,**,1,N,0,800414623,0,a,1,32,54,4,0,324,0,1
100,99,1,11,**,1,C,0,509210352,0,L,1,26,34,2,0,324,0,1
50,99,5,12,23,2,C,0,972072583,500,L,1,48,52,2,0,2000,0,1
40,99,1,#,40,2,Q,1,248535960,0,L,1,43,44,2,0,700,0,1
100,99,8,#,**,2,T,0,318159194,0,L,1,12,23,2,0,4721,0,1
80,99,1,12,22,2,C,1,988103884,0,L,1,35,36,4,0,615,0,1
100,99,1,11,14,2,T,0,961246060,0,a,1,22,28,4,0,1296,0,1
60,99,1,12,**,2,Q,1,965643190,0,a,1,21,28,2,0,6110,0,1
60,99,1,11,10,2,T,1,970721030,0,a,1,45,51,2,0,1007,0,1
90,99,1,11,40,1,Q,1,984716064,0,L,1,32,33,4,0,8621,0,1
110,99,1,#,14,2,T,1,323885210,0,a,1,26,44,4,0,2200,0,1
100,99,1,#,**,2,T,0,989242361,500,L,1,21,22,4,0,324,0,1
100,99,1,11,14,1,T,1,967627399,0,L,1,29,32,4,0,999,0,1
30,99,1,11,40,1,Q,0,256080022,500,9,1,27,27,4,0,1200,0,#
100,3,6,#,25,1,K,0,615933026,0,L,1,13,22,3,10,324,0,1
3,3,1,#,13,1,T,1,959059189,0,#,1,21,28,2,8,1007,1,1
100,99,17,12,44,2,T,0,961646845,0,L,1,18,23,2,0,980,0,1
50,99,1,#,34,2,N,0,803282868,0,L,1,16,32,2,0,690,0,1
100,99,1,12,27,2,K,0,250891051,0,L,1,21,23,3,0,2678,0,1
0,10,99,#,27,1,K,0,244536644,500,9,1,15,17,2,1,9020,1,#
90,99,20,11,45,1,T,0,906625667,0,L,1,34,46,4,0,500,0,1
60,99,1,11,40,1,K,0,954545050,0,L,1,21,26,4,0,17800,1,1
100,99,1,12,23,2,C,0,983000419,0,L,1,29,999,2,0,1480,0,1
50,99,17,#,45,2,Q,1,980607878,0,a,1,20,25,2,0,540,0,1
100,99,1,#,23,2,C,0,506400275,0,a,1,25,42,2,0,324,0,1
100,99,1,11,34,2,N,1,989197805,0,L,1,42,42,4,0,360,0,1
90,99,1,11,5,2,T,0,967638161,0,L,1,46,49,2,0,324,0,1
100,99,1,12,**,2,K,0,989943793,0,L,1,39,20,4,0,324,0,1
90,99,1,11,23,2,C,1,243709729,0,L,1,35,32,4,0,4600,0,1
20,99,1,#,5,2,H,1,981777376,0,a,1,44,19,2,0,1137,0,1
110,99,1,12,17,1,R,0,982913176,0,a,1,31,35,4,0,799,0,1
100,99,1,12,**,2,T,0,242086782,500,9,1,43,45,2,0,1821,0,#
50,99,1,#,1,1,D,0,966733900,0,L,1,43,49,2,0,360,0,1
100,99,1,#,22,2,C,1,963223449,0,L,1,46,21,4,0,630,0,1
110,99,1,11,4,2,T,0,949475254,0,L,1,31,37,4,0,500,0,1
40,11,1,#,6,1,H,1,200277119,0,a,1,29,52,3,2,5000,0,1
60,99,99,#,22,1,C,1,943851587,0,L,1,62,43,2,0,4244,0,1
110,99,1,11,13,2,T,1,941337438,0,L,1,17,24,4,0,3030,0,1
50,99,17,#,27,1,K,1,963606612,0,L,1,18,22,2,0,5358,0,1
120,99,1,#,**,1,T,1,314048761,0,L,1,11,66,4,0,4000,0,1
100,99,1,#,13,2,T,0,340291003,0,L,1,37,47,4,0,540,0,1
50,6,1,12,**,2,Q,1,251062480,0,L,1,24,25,2,1,2149,0,1
90,99,1,#,27,2,K,1,993504366,500,L,1,39,40,4,0,2014,0,1
80,99,1,11,47,1,Q,1,989305942,0,L,1,29,30,4,0,1328,0,1
90,99,17,#,13,2,H,1,204942609,0,L,1,20,30,4,0,500,0,1
10,3,99,11,13,1,T,0,317818516,0,L,1,24,35,2,3,4800,0,1
140,99,99,#,34,2,N,1,801119042,0,L,1,20,37,4,0,378,0,1
100,99,1,16,40,1,Q,0,984112631,500,L,1,35,37,4,0,324,0,1
20,99,1,#,14,1,T,0,240479051,0,L,1,48,15,2,0,1460,0,1
30,99,1,11,**,1,T,1,258366031,0,a,1,52,53,4,0,594,0,1
100,99,1,#,12,2,H,0,203838785,0,L,1,17,31,4,0,360,0,1
70,99,1,#,28,2,K,1,962311574,0,L,1,45,19,2,0,5120,0,1
100,99,1,11,**,1,D,0,954651043,0,L,1,25,31,4,0,250,0,1
110,99,8,11,14,1,T,0,987888846,0,L,1,17,46,4,0,2420,0,1
110,99,1,#,34,2,N,0,803124563,0,L,1,34,51,4,0,120,0,1
100,99,1,#,12,1,T,0,965407809,0,L,1,42,45,2,0,324,0,1
100,99,1,#,13,1,T,0,317300991,0,L,1,28,40,2,0,518,0,1
3,10,17,#,47,2,Q,0,979352065,0,a,1,16,21,2,3,1487,0,1
70,99,1,12,14,1,T,1,318868155,0,a,1,21,31,4,0,2007,0,1
20,6,1,#,12,1,T,0,246775160,0,R,1,23,24,2,2,1000,0,1
70,99,1,#,13,1,T,1,326801972,0,L,1,40,50,4,0,700,0,1
70,99,1,#,**,1,T,1,248942756,0,L,1,50,52,4,0,486,0,1
100,99,1,11,**,1,C,0,970110492,500,L,1,44,47,4,0,960,0,1
30,99,1,11,**,2,T,1,257875226,0,a,1,34,34,2,0,1080,0,1
80,99,1,12,**,2,K,1,607288231,0,L,1,48,20,2,0,1554,0,1
100,99,1,#,11,1,T,1,304080987,0,L,1,41,57,2,0,1200,0,1
100,99,1,#,37,1,S,0,403522928,0,a,1,31,44,4,0,1080,0,1
90,99,1,12,**,2,Q,0,988114251,0,a,1,32,36,2,0,1000,0,1
100,99,1,11,**,1,R,0,703655302,0,L,1,24,33,4,0,540,0,1
50,99,1,#,27,1,T,0,956640382,0,L,1,20,28,2,0,23800,0,1
80,99,1,#,**,2,K,0,952921813,0,a,1,45,22,2,0,324,0,1
100,99,1,11,1,1,D,0,957714080,0,L,1,31,36,4,0,1222,0,1
3,6,1,#,23,1,C,0,990225402,0,a,1,39,19,2,7,2650,1,1
90,99,1,12,**,2,K,0,994856828,500,L,1,44,45,4,0,240,0,1
30,99,1,11,**,2,N,0,259486013,500,L,1,31,31,4,0,240,0,1
40,99,1,#,**,1,K,0,249814424,500,#,1,40,40,4,0,2616,0,#
90,99,1,12,29,2,K,0,244499476,0,L,1,56,56,4,0,1931,0,1
3,3,1,#,40,2,T,0,949078837,0,a,1,22,30,2,7,360,0,1
80,8,1,#,27,1,K,0,604173301,0,L,1,23,40,2,1,2000,0,1
70,99,1,12,**,2,T,0,250202138,500,L,1,55,55,4,0,432,0,1
100,99,10,11,1,1,D,0,979895051,0,L,1,41,44,4,0,360,0,1
60,99,1,#,28,1,K,1,615146423,0,L,1,12,22,2,0,150,0,1
90,99,1,#,1,2,T,1,959194707,0,L,1,19,24,4,0,6733,0,1
50,99,1,11,12,2,T,1,994479812,500,L,1,60,61,4,0,540,0,1
80,99,1,12,**,1,N,0,994227533,0,L,1,32,33,4,0,45100,0,1
70,99,17,11,27,1,K,1,607544249,0,a,1,17,27,2,0,1007,0,1
100,99,1,12,**,1,S,1,965774340,0,a,1,30,37,4,0,1007,0,1
130,99,1,#,22,2,C,0,945446009,0,L,1,15,21,2,0,324,0,1
50,99,1,#,**,2,C,1,985136397,0,L,1,61,46,2,0,3109,0,1
100,99,1,12,**,1,K,0,991218231,0,L,1,54,55,4,0,4504,0,1
90,99,1,12,21,2,C,1,241254067,0,L,1,36,36,4,0,8775,0,1
20,99,1,#,27,2,K,0,243022830,0,L,1,37,13,4,0,3000,0,1
100,99,10,12,31,2,N,0,964057852,0,L,1,49,53,4,0,324,0,1
50,99,1,12,**,2,T,2,995166723,0,a,1,24,27,2,0,2453,0,1
70,99,1,#,2,1,H,1,200295096,0,L,1,37,57,2,0,880,0,1
70,99,1,#,13,1,C,2,514840928,0,L,1,20,33,2,0,1007,0,1
80,99,1,12,**,1,N,1,985849631,0,L,1,37,39,4,0,2576,0,1
70,99,1,#,17,1,R,0,700140466,0,L,1,20,39,2,0,324,0,1
50,99,17,#,29,1,K,1,958370800,0,a,1,18,26,2,0,1007,0,1
80,99,1,12,**,2,K,0,607168344,0,a,1,30,40,3,0,1360,0,1
20,99,1,#,6,1,H,1,250203043,0,L,1,44,15,1,0,1600,0,1
30,12,8,#,28,1,K,1,965756814,0,a,1,16,22,2,1,1110,0,1
20,99,1,12,31,2,N,1,990701012,0,a,1,42,46,4,0,1249,0,1
70,99,1,12,11,2,T,0,994315921,0,L,1,42,43,4,0,480,0,1
90,99,1,11,11,1,T,1,941552230,0,a,1,24,32,4,0,1800,0,1
100,99,1,#,8,1,T,0,944550954,0,L,1,36,43,2,0,540,0,1
60,99,1,12,**,1,K,0,977893431,0,L,1,38,41,2,0,20760,0,1
30,99,1,12,1,2,D,0,252009328,0,L,1,43,45,2,0,1,0,1
10,9,8,#,**,1,T,0,250411630,0,R,1,19,19,2,2,480,0,1
70,99,1,12,1,1,H,1,953518825,0,L,1,17,23,3,0,15848,0,1
50,99,1,11,**,2,T,0,986465315,500,L,1,57,61,2,0,980,0,1
90,99,1,12,**,1,T,1,240870669,0,L,1,29,31,4,0,3720,0,1
80,99,1,12,12,1,T,1,327143325,0,L,1,29,40,2,0,540,0,1
120,99,1,#,**,1,T,1,323448039,0,L,1,12,59,4,0,2149,0,1
110,99,1,#,13,2,T,1,310144826,0,L,1,27,47,4,0,3600,0,1
80,99,1,#,17,1,R,0,952936514,0,L,1,43,20,2,0,510,0,1
3,10,1,12,14,1,T,0,318651523,0,L,1,32,40,2,3,960,0,1
100,99,1,11,22,1,C,0,515933507,0,a,1,40,50,4,0,4421,0,1
90,99,17,12,13,2,C,1,309417708,0,L,1,17,25,4,0,980,0,1
90,99,17,11,8,1,T,1,340528108,0,L,1,23,30,4,0,747,0,1
80,99,1,12,13,2,H,1,307476698,0,a,1,32,44,2,0,11037,0,1
50,99,1,12,13,1,T,1,249463201,0,L,1,33,33,4,0,1998,0,1
100,99,1,#,**,2,T,0,940080625,0,a,1,37,47,2,0,1404,0,1
60,99,1,#,12,1,T,0,316647122,0,a,1,27,43,2,0,12000,0,1
90,99,1,#,27,1,K,1,943366303,0,L,1,28,37,4,0,3480,0,1
0,3,1,11,22,1,C,1,988762112,0,L,1,34,37,2,1,3607,0,1
70,99,1,#,22,2,C,0,515321352,0,L,1,24,36,3,0,240,0,1
50,99,1,11,11,2,T,0,241663597,0,L,1,37,39,2,0,1810,0,1
20,99,1,12,14,2,T,0,982690856,0,L,1,47,17,4,0,4298,0,1
20,99,1,#,14,1,T,1,996221383,500,L,1,50,50,4,0,700,0,1
90,99,1,12,23,1,C,1,995756484,0,L,1,32,32,4,0,226,0,1
70,99,1,#,22,2,C,0,513529914,0,0,1,34,50,2,0,252,0,1
80,99,1,12,26,1,K,0,996003724,0,L,1,47,47,4,0,120,0,1
130,99,1,#,**,2,K,1,606834053,0,L,1,39,48,4,0,2380,0,1
100,99,1,11,**,1,T,0,607552973,0,L,1,42,49,4,0,9340,0,1
100,99,1,#,27,2,K,0,962272220,0,L,1,48,19,4,0,324,0,1
120,99,1,#,**,2,T,1,316811335,0,L,1,15,28,4,0,100,0,1
110,99,1,11,1,2,T,1,947812004,0,L,1,35,44,4,0,6059,0,1
50,99,17,#,43,2,Q,1,905853467,0,a,1,12,26,3,0,5450,0,1
0,5,1,11,4,2,H,0,251466398,0,a,1,38,38,2,4,240,0,1
60,99,1,#,8,1,C,1,958606300,0,L,1,18,24,2,0,1200,0,1
30,8,6,#,27,2,K,0,954075348,0,a,1,39,47,3,1,3500,0,1
100,99,99,#,31,1,N,0,801416039,0,L,1,36,55,4,0,1490,0,1
90,99,1,#,12,2,T,0,942353655,0,L,1,34,41,4,0,324,0,1
70,99,1,12,26,2,K,0,957898605,0,L,1,52,57,2,0,120,0,1
130,99,1,11,**,2,T,1,944973383,0,L,1,43,49,2,0,2080,0,1
80,99,1,11,20,1,T,1,252927644,500,L,1,50,50,4,0,432,0,1
5,99,1,#,**,2,Q,0,255677010,500,L,1,70,70,3,0,1,0,1
100,99,1,11,**,1,K,0,961766567,0,L,1,51,24,4,0,15207,0,1
100,99,1,11,**,2,T,0,960060396,0,a,1,36,43,4,0,47660,0,1
80,99,1,#,11,1,T,1,323457865,0,L,1,26,42,2,0,1236,0,1
120,99,10,12,13,2,T,1,947950282,0,a,1,51,59,4,0,360,0,1
50,99,1,11,**,1,T,1,250250234,500,L,1,42,43,2,0,450,0,1
100,99,8,11,38,2,S,0,972635973,0,L,1,37,40,4,0,452,0,1
50,99,1,#,23,2,C,0,513570384,0,a,1,44,61,2,0,148,0,1
100,99,1,11,23,2,T,0,942832859,0,L,1,38,44,4,0,410,0,1
80,99,20,#,40,2,Q,0,906762183,0,L,1,16,25,4,0,960,0,1
70,99,8,12,15,2,T,1,250896038,0,L,1,34,35,4,0,1967,0,1
10,8,8,11,40,2,Q,1,993733056,0,L,1,42,44,2,1,120,0,1
50,99,1,12,**,2,K,0,250917685,0,L,1,43,43,2,0,1680,0,1
50,99,1,12,**,1,T,1,991818481,0,L,1,46,50,2,0,912,0,1
50,99,1,#,**,2,Q,0,246455515,0,a,1,58,59,2,0,1000,0,1
100,99,1,#,27,1,K,1,605505895,0,a,1,12,29,4,0,5550,1,1
100,99,1,11,30,1,N,0,804705717,0,a,1,35,46,4,0,800,0,1
80,99,1,#,**,2,T,0,243473896,500,L,1,26,27,4,0,1110,0,1
100,99,1,#,23,1,C,0,506308517,0,L,1,26,41,4,0,174,0,1
60,99,1,12,12,1,T,0,249764987,0,L,1,49,49,4,0,1511,0,1
100,99,1,12,4,1,H,0,951230898,0,L,1,31,36,4,0,328,0,1
0,10,1,12,**,1,D,0,985981503,0,L,1,20,22,2,3,100,1,1
0,6,1,11,13,1,T,0,949688808,0,L,1,16,22,2,6,5680,1,1
20,99,1,#,13,2,H,1,205349796,0,L,1,37,16,4,0,540,0,1
90,99,1,15,27,1,K,1,246052501,500,L,1,49,49,4,0,255,0,1
50,99,10,12,35,2,Q,1,941083157,0,L,1,54,64,4,0,1134,0,1
100,99,1,#,27,2,K,0,605185080,0,L,1,28,43,2,0,360,0,1
50,99,1,#,20,1,T,1,315185395,0,L,1,45,61,2,0,1550,0,1
50,99,1,#,**,2,T,1,252444147,500,L,1,68,70,2,0,1080,0,1
50,99,1,#,13,1,T,1,307948589,0,L,1,15,24,2,0,33144,0,1
100,99,1,#,23,2,C,0,515887627,0,L,1,22,32,2,0,324,0,1
60,99,8,#,27,2,K,1,601181199,0,L,1,20,39,2,0,3200,0,1
50,99,1,#,40,2,Q,0,244083109,0,L,1,21,22,2,0,3600,0,1
100,99,8,#,13,1,T,0,326146695,0,L,1,48,59,2,0,324,0,1
100,99,1,#,40,1,Q,0,906129113,0,a,1,29,41,2,0,432,0,1
0,5,1,16,19,2,T,0,986644097,0,a,1,42,19,2,6,960,1,1
90,99,1,#,12,1,T,1,977388461,0,L,1,33,35,4,0,240,0,1
110,99,1,12,23,2,C,1,946421997,0,L,1,23,30,2,0,5556,0,1
100,99,8,#,40,2,Q,0,246612473,0,a,1,12,12,3,0,324,0,1
10,3,27,#,13,1,T,1,991319048,0,L,1,17,18,3,3,5000,0,1
20,99,28,#,28,2,K,1,251488730,500,L,1,38,17,3,0,415,0,1
0,4,17,11,12,2,T,0,953712867,0,L,1,21,28,2,5,370,0,1
130,99,99,#,34,2,N,0,801235823,0,a,1,24,12,4,0,950,0,1
80,99,1,#,40,2,Q,1,985921117,0,L,1,55,57,4,0,1630,0,1
100,10,1,11,28,1,T,0,964031205,0,a,1,20,27,2,1,240,0,1
20,99,1,16,**,2,K,1,241512983,500,L,1,47,14,4,0,540,0,1
40,6,1,12,39,1,T,1,954652688,0,L,1,27,32,2,1,2500,0,1
100,99,1,11,**,2,K,0,940703168,0,L,1,51,60,4,0,324,0,1
70,99,1,12,12,2,T,0,246296282,0,a,1,25,27,4,0,400,0,1
60,99,1,11,26,2,K,1,973420757,0,a,1,39,45,2,0,324,0,1
100,99,1,11,28,2,N,0,956916981,0,L,1,22,30,4,0,302,0,1
100,99,10,12,14,2,T,0,968107155,0,a,1,20,26,4,0,324,0,1
100,99,1,#,**,2,Q,0,906663548,0,L,1,15,24,2,0,540,0,1
100,99,1,#,8,2,T,0,306085641,0,L,1,38,49,2,0,950,0,1
90,99,1,#,13,2,T,0,941700774,0,L,1,47,54,4,0,3354,0,1
90,99,1,#,20,2,T,1,244274723,500,L,1,30,31,4,0,324,0,1
100,99,1,11,33,2,N,0,907088564,0,L,1,30,38,4,0,240,0,1
10,4,1,#,14,1,T,1,987020642,0,a,1,22,26,4,3,10000,1,1
10,5,1,#,47,2,Q,0,241804846,0,a,1,46,48,3,7,1,1,1
70,99,1,11,41,1,Q,0,244535746,0,L,1,22,23,4,0,3000,0,1
10,5,1,11,**,2,T,1,996741378,0,L,1,23,26,3,3,240,1,1
50,7,1,#,11,2,T,0,326335233,0,L,1,24,34,3,1,240,0,1
100,99,1,#,17,1,R,0,703058841,0,L,1,65,83,2,0,324,0,1
3,99,1,11,27,2,T,1,247615030,0,a,1,22,13,1,0,594,1,1
50,99,1,16,13,1,T,1,983629715,500,L,1,57,58,4,0,540,0,1
100,3,1,#,7,1,H,0,941936247,0,a,2,999,999,2,10,972,1,1
30,99,1,#,**,1,H,0,245793644,500,9,1,23,25,2,0,29700,0,#
3,3,1,11,2,2,T,0,961772581,0,a,1,21,28,3,8,1099,1,1
100,8,1,12,1,1,D,0,971238465,0,L,1,43,49,2,1,324,0,1
120,99,1,#,9,2,T,1,944531452,0,L,1,23,29,4,0,5400,0,1
50,99,1,#,11,2,T,1,249269650,500,L,1,27,27,2,0,500,0,1
50,99,1,11,**,1,H,1,997146072,0,L,1,29,29,1,0,130,0,1
100,99,1,#,3,1,H,0,204883036,0,L,1,25,34,4,0,324,0,1
90,99,1,#,40,2,N,0,956119927,0,L,1,20,25,4,0,1518,0,1
100,99,1,#,22,2,C,0,990108468,0,a,1,40,19,2,0,648,0,1
50,99,1,12,11,2,T,0,240863351,0,L,1,23,23,2,0,120,0,1
50,99,1,#,2,1,H,0,986346821,500,L,1,35,36,2,0,960,0,1
30,4,1,#,1,2,D,1,104062782,0,L,1,31,40,4,1,2008,0,1
100,99,1,12,23,2,C,0,981285139,0,a,1,33,38,2,0,324,0,1
20,99,10,#,17,1,R,1,954460202,0,L,1,45,13,4,0,1560,0,1
80,99,1,#,1,2,D,0,991940255,0,R,1,42,42,2,0,2760,0,1
110,99,1,#,13,2,T,1,316875849,0,L,1,30,45,4,0,1920,0,1
90,99,1,#,40,2,Q,1,906211808,0,a,1,28,22,4,0,2170,0,1
150,99,1,#,14,2,T,1,313327539,0,L,1,26,44,4,0,555,0,1
20,99,1,#,23,1,C,0,240552135,0,L,1,48,18,2,0,5000,0,1
100,99,1,#,23,2,C,0,962727108,0,L,1,45,50,4,0,17600,0,1
10,3,21,#,12,1,T,1,318831812,0,L,1,20,28,3,3,2970,0,1
10,3,1,#,15,1,T,0,962158216,0,L,1,46,19,2,2,680,0,1
30,99,1,#,35,2,N,1,254144330,500,9,1,53,53,4,0,1080,0,#
3,99,1,#,23,1,C,0,996463123,500,L,1,28,28,4,0,480,0,1
3,10,1,11,11,1,T,0,954699894,0,L,1,24,29,2,3,980,0,1
100,99,1,12,**,2,N,1,985964227,0,L,1,37,38,4,0,69,0,1
50,99,1,12,28,2,Q,1,990894845,500,L,1,33,36,2,0,8835,0,1
20,99,28,#,28,2,K,0,249982625,500,L,1,67,12,4,0,1,0,1
100,99,27,#,12,2,Q,0,958996326,0,L,1,28,35,4,0,324,0,1
50,99,17,#,13,2,T,1,943374815,0,a,1,18,27,2,0,5370,0,1
100,99,1,11,22,2,C,0,972073367,0,a,1,30,36,2,0,756,0,1
100,99,1,#,**,1,T,0,248685427,500,L,1,33,34,4,0,1500,0,1
20,4,1,#,19,2,T,0,306904283,0,L,1,38,48,2,3,324,0,1
3,3,21,#,11,2,T,1,247292868,0,L,1,47,47,2,10,2678,1,1
60,99,28,#,28,2,K,1,247090968,0,a,1,32,32,4,0,140,0,1
50,99,1,11,**,2,H,1,255003909,0,a,1,44,44,2,0,11128,0,1
30,99,1,#,**,2,T,0,254973298,0,a,1,55,55,3,0,1,0,1
100,99,1,#,**,2,D,0,983902705,0,L,1,30,31,2,0,1200,0,1
50,99,1,12,2,1,H,0,986824796,0,L,1,24,25,2,0,1,0,1
50,99,1,#,**,1,T,1,245549359,500,L,1,75,75,2,0,1296,0,1
100,99,1,#,40,1,Q,0,971466906,0,L,1,47,17,4,0,240,0,1
100,11,1,12,**,2,H,1,989798385,500,#,1,32,33,3,1,394,0,#
100,99,1,#,**,1,T,0,978319286,500,L,1,54,57,2,0,324,0,1
3,5,1,12,40,2,T,1,964816475,0,L,1,22,26,2,8,120,0,1
50,99,1,11,35,2,N,0,255824306,0,a,1,26,26,2,0,302,1,1
100,99,1,#,28,2,K,0,972676909,0,L,1,45,18,3,0,756,0,1
90,99,17,#,14,2,T,1,327044060,0,L,1,16,25,4,0,390,0,1
0,3,1,#,14,1,T,0,980824415,0,L,1,28,30,2,5,240,0,1
2,4,1,11,**,2,D,0,240530564,0,L,1,35,9,2,8,2000,0,1
110,99,1,#,46,1,K,1,605364876,0,L,1,19,33,2,0,1007,0,1
60,99,1,11,**,2,Q,0,249410958,500,L,1,58,58,4,0,1,0,1
70,99,1,11,37,1,S,1,990788606,0,L,1,30,31,4,0,3109,0,1
100,99,1,12,**,1,T,0,980828688,500,L,1,41,43,4,0,360,0,1
50,99,1,12,**,2,N,0,994844305,0,L,1,21,22,2,0,120,0,1
100,99,1,12,**,2,Q,0,953289179,0,L,1,24,30,2,0,324,0,1
3,3,21,#,27,1,K,0,240799092,500,L,1,47,49,2,5,1560,0,1
30,99,1,#,21,2,C,0,257426955,0,a,1,40,40,2,0,300,0,1
100,99,1,11,4,2,H,1,972739529,0,L,1,37,40,4,0,432,0,1
30,99,28,12,10,1,T,0,250756331,500,L,1,64,64,1,0,3000,1,1
100,99,1,12,**,1,T,0,985295544,500,L,1,54,55,4,0,300,0,1
70,99,1,#,8,2,T,1,313111041,0,L,1,21,40,2,0,5364,0,1
50,99,1,#,4,2,H,0,995975005,0,a,1,56,59,2,0,1000,0,1
5,99,1,#,12,1,T,0,257285381,500,L,1,71,71,4,0,1,0,1
100,99,1,#,11,2,H,2,204627015,0,L,1,15,26,4,0,13404,0,1
50,99,1,11,**,2,C,0,988682486,0,L,1,49,50,2,0,1890,0,1
100,99,1,#,31,2,S,1,403057154,0,L,1,15,31,4,0,2994,0,1
60,99,21,12,13,1,T,1,983446758,500,L,1,42,47,4,0,540,0,1
100,99,1,11,**,1,T,0,971662412,0,L,1,43,46,3,0,324,0,1
60,99,1,#,**,2,C,1,951308967,0,L,1,51,56,2,0,2160,0,1
90,99,1,11,23,2,C,0,242118824,500,#,1,28,29,4,0,120,0,#
50,99,8,11,13,1,T,1,948127036,0,L,1,19,25,2,0,9320,0,1
60,99,20,#,46,2,Q,0,903373688,0,a,1,18,36,2,0,58760,0,1
100,99,1,#,16,1,T,0,947410238,0,L,1,37,16,4,0,324,0,1
80,99,1,#,**,2,K,0,613820467,0,0,1,55,33,2,0,1,0,1
100,99,99,#,44,2,T,0,323742962,0,L,1,35,51,4,0,5022,0,1
70,99,1,12,40,2,Q,0,962932009,0,L,1,48,19,2,0,191,0,1
80,99,99,#,34,2,N,0,803612131,0,L,1,42,56,3,0,120,0,1
30,12,1,#,**,2,K,0,967628090,0,a,1,50,57,2,1,1,0,1
50,99,1,#,14,1,T,0,250226201,0,a,1,66,67,4,0,2302,1,1
80,99,1,#,24,1,C,1,508130897,0,L,1,37,49,2,0,31212,0,1
90,99,6,#,23,2,C,0,997532186,500,L,1,23,24,4,0,720,0,1
50,99,1,#,23,2,C,0,994676028,500,L,1,58,59,4,0,240,0,1
90,99,1,12,**,1,N,1,244853443,0,L,1,24,25,4,0,432,0,1
100,99,1,#,25,2,K,1,944968699,0,L,1,20,26,4,0,13565,0,1
100,99,1,#,**,1,K,0,613316083,0,L,1,17,33,2,0,540,0,1
100,99,1,11,12,1,D,0,982479766,0,a,1,21,26,4,0,444,0,1
30,99,1,#,**,1,K,0,256297717,500,L,1,31,32,4,0,10204,0,1
100,99,1,#,37,1,S,0,403327814,0,L,1,32,47,2,0,500,0,1
20,99,1,16,47,1,Q,1,991713277,500,L,1,42,12,4,0,1080,0,1
10,5,1,11,**,1,K,0,966760812,0,L,1,24,28,2,7,8800,1,1
70,99,1,12,**,1,T,0,245166346,0,L,1,52,52,4,0,3600,0,1
60,99,8,11,12,2,T,0,940586728,0,L,1,21,28,2,0,324,0,1
80,99,1,11,11,2,T,0,242077635,0,L,1,34,35,4,0,1440,0,1
0,99,1,#,11,1,T,0,318371150,0,L,1,38,21,2,0,340,1,1
0,3,1,12,13,2,T,0,990332502,0,a,1,37,41,3,6,1080,0,1
100,99,1,11,12,1,T,1,955478574,0,L,1,31,36,4,0,11600,0,1
80,99,1,11,1,2,D,0,251667700,0,L,1,25,26,4,0,4710,0,1
30,6,8,#,27,1,K,1,604241585,0,L,1,16,35,2,2,960,0,1
80,99,1,#,**,2,C,0,508616751,0,a,1,13,25,2,0,480,0,1
50,99,1,12,**,1,N,1,991032806,0,L,1,59,60,4,0,432,0,1
40,11,1,12,**,2,D,0,989944188,0,L,1,61,63,3,1,1,0,1
50,99,1,11,15,2,T,0,318104990,0,L,1,56,65,4,0,960,0,0
10,3,1,#,34,1,S,1,945551955,0,L,1,21,27,2,8,3600,0,1
5,3,1,#,25,1,K,1,955624567,0,L,1,37,42,2,9,3337,0,1
90,99,1,12,**,2,R,0,966532330,0,L,1,19,23,2,0,130,0,1
80,99,6,#,24,2,C,1,509079830,0,L,1,39,47,4,0,6010,0,1
100,99,1,12,14,2,T,0,988489955,0,L,1,29,30,4,0,3000,0,1
