id,contract_type,sex,age,pref,payway,identified_doc,career,domain,region,entry_age,selling_method,campaign
246233359,1,2,45,**,4,1,#,0,T,42,1,a
403223284,1,1,32,12,2,99,#,0,S,18,1,L
326495782,1,1,4,28,4,1,12,0,K,29,1,L
961481683,1,1,41,13,1,99,#,99,T,36,1,#
509262225,1,1,30,23,2,1,#,0,C,20,1,a
969365925,1,1,53,14,4,1,11,0,T,50,1,L
508373255,1,1,62,**,2,1,#,0,C,52,1,L
950899844,1,2,17,8,4,99,#,0,T,42,1,L
256112305,1,1,33,13,4,1,12,0,T,32,1,a
983325461,1,2,27,3,2,1,#,10,H,26,#,#
990300547,1,2,12,**,3,1,#,500,T,31,1,L
976733152,1,1,45,12,4,1,#,0,T,42,1,L
306461768,1,2,45,13,3,99,#,0,T,34,1,L
270050717,1,2,56,11,4,1,11,0,T,31,1,a
959151213,1,1,28,43,2,1,11,0,Q,23,1,L
994690536,2,#,0,1,2,3,12,0,T,999,1,L
251311046,1,2,72,33,4,21,#,500,N,70,1,L
994356526,1,#,0,13,1,1,#,99,T,31,1,#
261010600,2,#,0,13,1,3,#,0,T,999,51,9
840267793,1,2,50,12,2,99,#,0,T,50,1,a
987512948,1,1,23,**,2,27,12,0,K,21,1,L
242085770,1,2,55,28,2,1,12,500,K,54,1,L
264385443,1,1,60,**,4,1,12,0,K,60,1,a
205003464,1,1,61,**,2,1,#,0,H,52,1,0
306054888,1,2,29,13,4,99,#,0,T,17,1,L
981811557,2,#,0,13,90,3,#,0,T,999,51,#
246717806,2,#,0,40,90,3,#,0,T,999,51,9
970874968,1,1,29,27,3,8,#,100,K,26,#,#
940916237,1,2,47,23,4,1,#,0,T,41,#,#
801000577,1,1,67,32,4,99,#,0,N,50,1,0
990894010,2,#,0,13,1,16,#,0,T,999,#,#
507928853,1,2,49,23,4,8,#,0,C,37,1,L
615622600,1,1,63,27,3,1,12,0,K,54,1,L
325972059,1,1,41,11,4,99,#,0,T,29,1,L
615521599,1,2,37,27,4,99,11,0,K,28,1,L
963700391,1,1,23,12,4,1,11,0,T,52,1,L
978481339,1,2,37,23,4,1,#,0,C,35,1,M
245335876,1,2,42,**,2,1,11,500,D,40,1,L
992092848,1,1,68,27,2,1,12,500,K,65,1,L
976792330,1,1,51,6,2,1,#,0,H,48,1,M
998080412,1,2,13,22,4,1,12,0,C,45,1,L
951312264,1,2,69,27,4,10,#,0,K,64,61,P
979795539,2,#,0,13,2,8,12,0,T,999,1,L
985534268,1,1,68,11,2,1,11,500,Q,65,1,L
981052089,2,#,0,13,1,1,#,0,T,999,#,#
306814853,2,#,0,33,2,98,#,0,T,999,0,L
982223788,1,1,17,**,3,1,#,500,Q,44,1,L
516014936,1,2,26,13,2,20,12,0,T,20,1,L
941538962,1,1,53,28,4,1,11,0,T,46,1,L
506899000,1,1,48,24,4,99,#,0,C,33,1,L
958858273,1,2,27,23,2,1,#,0,C,23,1,L
986985575,1,1,30,10,2,1,#,10,T,28,#,#
962185462,1,1,51,28,4,1,#,0,K,49,1,M
305271390,1,2,61,13,2,5,#,0,T,47,1,L
240367016,2,#,0,13,90,99,#,0,T,999,#,#
940934124,1,2,35,24,4,1,#,0,T,28,#,#
264481687,1,1,28,**,4,1,#,0,C,28,1,L
980957674,2,#,0,22,2,3,#,0,T,999,51,#
987170997,1,2,25,13,2,6,12,0,T,23,1,L
324456505,1,1,68,12,2,1,#,0,T,52,1,0
973033720,1,1,37,12,4,1,12,500,T,35,1,L
970785058,1,1,41,4,4,1,#,0,H,38,#,#
994634357,1,1,42,14,4,1,#,500,T,40,1,L
973669040,2,#,0,13,90,3,11,0,T,999,51,#
967974127,1,1,30,23,4,1,#,0,C,27,#,#
252804826,1,2,22,**,4,1,11,0,T,47,1,L
994345039,2,#,0,13,1,16,#,0,T,999,#,#
967463872,1,1,31,26,4,1,#,0,K,29,#,#
963391979,1,1,62,34,4,99,#,0,N,60,#,#
942145623,1,1,36,13,3,1,11,0,K,27,1,a
249558135,1,1,23,4,2,1,#,0,H,23,1,L
941635581,1,1,46,13,3,1,12,0,T,39,1,L
977910446,1,1,24,13,3,27,11,0,T,23,1,L
100558330,1,1,33,1,4,1,#,0,D,16,1,L
967435298,1,1,46,**,2,1,11,0,T,42,1,L
252846817,1,1,63,27,4,1,11,500,K,63,1,L
986878062,2,#,0,13,90,3,#,0,T,999,51,#
265994818,1,1,32,**,4,1,12,500,T,32,1,L
981353286,1,2,38,12,4,1,11,0,T,35,1,L
907623458,1,1,22,40,4,10,#,0,Q,15,1,L
979466036,1,2,46,33,4,99,#,0,N,43,1,L
950785143,1,1,40,**,2,1,#,0,T,35,1,L
941900668,1,2,68,13,2,1,#,0,T,63,0,#
246973959,1,1,32,12,4,1,12,0,T,32,1,L
969285836,1,2,25,14,2,27,#,0,N,24,1,L
985988996,1,1,42,**,2,1,15,500,T,40,1,L
981126914,2,#,0,13,90,2,12,320,T,999,#,#
948506355,1,1,49,**,2,1,11,0,T,43,1,L
988439870,1,1,17,14,2,1,11,0,T,34,1,L
990032583,1,2,23,23,2,8,#,0,C,21,1,L
204942641,2,#,0,40,90,3,12,0,T,999,1,L
327921840,1,2,39,13,4,6,#,0,T,22,1,L
994059979,1,1,22,24,2,1,11,0,C,21,1,L
703114024,1,2,32,17,2,1,#,0,R,15,1,L
983090232,1,2,58,24,2,1,11,0,C,56,1,L
506518071,1,2,25,23,2,1,#,0,C,8,1,a
965728725,1,2,31,22,4,1,#,0,T,29,#,#
303634993,1,1,47,8,2,1,#,0,T,29,1,L
261062361,1,1,7,**,2,1,12,0,K,29,1,a
978835707,1,1,38,11,4,1,#,501,T,35,1,L
963058910,1,1,50,**,4,1,12,0,T,46,1,L
997258071,1,2,34,**,2,1,11,0,Q,34,1,R
247090968,1,2,32,28,4,28,#,0,K,32,1,a
961896744,1,2,21,**,2,8,#,0,H,14,1,a
973200150,1,1,63,**,4,1,#,0,D,60,#,#
977610654,1,1,24,**,3,1,#,0,Q,22,1,L
615620484,2,#,0,28,2,99,11,0,T,999,1,L
952759401,1,1,51,37,4,1,12,0,S,47,1,L
988251898,1,1,65,11,2,1,16,500,T,63,1,L
905394537,1,1,37,12,4,99,#,0,Q,24,0,L
991830107,2,#,0,12,2,16,#,0,T,999,1,M
941192031,1,1,37,11,4,10,12,0,T,30,1,L
969846639,1,1,34,40,3,1,11,0,Q,28,1,a
986481125,1,1,60,42,3,8,#,0,Q,59,#,#
954902069,1,1,44,40,2,1,11,0,Q,39,1,L
986817680,1,1,55,4,2,1,#,0,H,54,1,M
515447561,1,2,26,**,2,1,#,0,C,13,1,L
966893066,1,2,26,23,2,1,#,0,C,24,#,#
516659476,2,#,0,22,4,1,11,0,T,999,1,L
514673762,1,2,56,21,4,1,#,0,C,42,1,L
307130593,1,1,55,**,2,1,11,0,T,42,1,L
507362586,1,2,42,28,4,1,#,0,C,30,1,L
515383566,1,2,65,22,4,1,#,0,C,54,1,L
954751376,1,1,41,40,3,1,#,0,Q,36,1,L
945094532,1,2,28,8,2,1,#,0,T,24,0,#
984974860,1,#,0,**,4,8,#,0,T,33,#,#
504800344,1,2,75,21,4,1,#,0,C,58,1,0
242940129,1,2,23,28,2,1,12,0,K,21,1,L
304380961,1,1,51,11,2,8,#,0,T,36,0,0
960775508,1,2,58,27,2,99,#,0,K,56,1,M
607267198,2,#,0,29,1,16,#,0,K,999,0,#
615254614,1,2,44,25,4,1,11,0,K,33,1,L
305963446,1,1,43,12,4,99,#,0,T,30,1,L
944674057,1,2,29,13,2,6,#,0,T,20,1,L
300596889,1,1,70,14,2,1,#,0,T,49,1,L
703089047,1,2,67,18,2,1,#,0,R,52,1,R
982423710,1,1,48,27,3,1,12,0,K,46,1,L
804003797,1,1,26,**,2,1,#,0,N,14,1,L
244269515,1,1,35,11,4,1,#,500,T,35,1,L
958151790,1,1,57,24,2,1,#,0,C,50,1,L
204399462,1,1,49,4,2,1,#,0,H,38,1,L
972652434,1,1,19,17,4,1,#,0,R,42,1,L
941613235,1,1,24,4,2,1,#,0,H,51,1,L
982447504,1,1,33,**,4,1,12,0,K,32,1,L
953530877,1,1,21,43,3,8,#,0,Q,15,1,L
966707899,1,1,48,28,4,1,#,0,K,46,1,L
256827783,1,1,51,28,4,1,#,0,K,49,1,a
267113522,1,1,62,**,4,1,12,500,Q,62,1,L
247462112,2,#,0,13,1,99,#,0,T,999,51,9
973950558,1,2,29,35,3,6,#,0,T,25,1,L
315124555,1,1,46,11,4,1,#,0,T,30,1,L
946819120,1,2,27,34,4,1,#,0,N,21,1,L
953095161,1,2,23,28,2,1,11,0,K,18,1,L
977708115,1,1,32,14,2,1,12,0,T,30,1,L
950376722,1,1,52,8,4,1,#,0,T,48,1,L
247940650,1,1,16,**,4,1,#,0,D,49,1,L
324540957,1,2,54,12,4,17,#,0,T,11,1,L
245025319,1,2,36,13,4,1,#,500,T,35,1,L
305689819,1,2,62,13,2,99,#,0,T,50,1,R
516730249,1,1,22,24,2,1,#,0,C,45,1,L
965620634,2,#,0,13,1,99,#,0,T,999,1,L
988394221,1,2,31,13,4,1,#,0,T,30,1,L
987722911,1,2,42,47,4,1,12,500,Q,41,1,L
508994671,1,1,19,23,2,1,#,0,C,32,1,L
242290244,1,1,22,14,2,8,#,0,T,21,1,L
948622595,1,1,41,25,3,99,#,0,K,35,1,L
975575194,1,1,36,13,4,1,11,0,T,31,1,a
967481382,1,1,42,13,4,1,#,10,T,39,#,#
953154243,2,#,0,12,2,1,11,0,T,999,1,L
615237733,1,1,68,27,3,8,11,0,K,58,0,0
970147940,1,1,25,**,4,1,#,0,T,22,1,L
986885446,2,#,0,13,90,3,#,0,T,999,51,#
961269366,1,2,48,**,2,1,11,0,T,43,1,a
947038250,1,1,52,16,3,1,#,0,T,46,1,M
995373375,2,#,0,14,2,1,11,0,T,999,1,L
614601281,1,1,82,28,2,1,#,0,K,68,1,a
987568035,2,#,0,13,2,3,11,0,T,999,51,#
315643116,1,1,66,14,2,99,#,0,T,49,1,L
307114816,1,1,69,13,2,1,#,0,T,61,1,0
978330101,1,2,48,21,2,1,#,0,C,46,1,L
906663548,1,2,24,**,2,1,#,0,Q,15,1,L
972163369,2,#,0,13,4,3,#,0,T,999,1,M
973841732,1,2,49,22,4,1,#,0,C,45,1,L
979386011,1,1,64,27,2,1,#,0,K,62,1,M
606705661,1,2,59,27,4,6,12,0,T,49,1,L
515013052,1,2,69,23,2,8,#,0,C,56,1,L
261430973,1,2,44,**,2,1,#,0,H,44,1,a
952493183,1,2,63,**,4,1,#,0,Q,57,0,P
982997440,1,1,20,14,2,27,#,0,T,18,1,L
973245028,1,1,75,23,4,1,#,0,C,72,61,L
244274723,1,2,31,20,4,1,#,500,T,30,1,L
942699028,1,1,47,13,2,1,11,0,T,38,1,L
987981736,1,2,27,27,2,1,#,0,K,26,1,L
906284418,1,1,52,43,4,1,11,0,Q,42,1,L
991525698,2,#,0,13,2,1,#,0,T,999,1,R
971248737,1,2,23,1,2,1,11,0,D,20,1,L
975554733,1,1,58,13,2,1,#,0,T,56,1,L
955761689,1,2,53,**,4,1,11,0,T,49,1,L
403786377,1,2,43,38,2,1,#,0,S,34,1,L
970960072,1,1,55,34,4,99,#,0,N,53,1,L
983843340,1,2,22,**,2,1,#,0,N,20,1,L
962390247,1,2,20,**,2,1,#,0,T,41,1,L
981226044,1,2,21,**,2,1,11,500,Q,18,1,L
254027024,1,2,71,13,4,8,12,0,T,41,1,L
967348796,1,1,45,21,4,1,#,0,C,43,#,#
271934743,1,2,53,**,4,1,#,0,K,53,1,a
606770983,1,1,67,29,2,1,#,0,K,58,0,0
953675055,1,1,24,40,2,1,#,0,Q,19,1,L
974954829,1,2,47,1,4,10,#,0,D,44,1,L
997425512,1,2,14,**,4,1,12,0,K,41,1,L
903027957,1,2,62,40,2,99,#,0,Q,46,1,L
516471832,1,1,43,23,4,1,11,0,C,34,1,R
971283808,2,#,0,13,90,2,12,320,S,999,#,#
990209145,1,2,53,40,2,99,#,0,Q,52,1,M
942197118,1,1,71,14,2,8,11,0,T,64,1,R
945360848,1,2,60,14,2,1,12,0,T,54,1,L
950691693,1,2,53,11,4,1,#,0,T,46,1,R
250643162,1,2,16,26,2,1,#,0,K,47,1,L
981062209,1,2,23,29,2,1,12,0,T,48,1,L
264475391,2,#,0,4,90,99,#,2300,T,999,#,9
251166616,1,2,49,27,4,1,#,500,K,49,0,9
245186984,2,#,0,27,2,3,#,0,T,999,51,9
986140633,1,1,41,28,4,1,11,500,K,40,1,L
247607893,1,2,54,**,3,1,#,0,D,52,1,a
961408799,1,2,31,14,4,1,11,0,T,26,1,L
985839323,1,2,43,23,4,1,11,0,C,41,1,L
241156612,1,2,1,34,4,8,12,0,N,32,1,L
967557507,1,1,34,40,4,1,#,0,Q,32,1,L
986966019,1,2,51,**,2,1,#,0,T,50,1,L
256284561,1,2,43,**,2,1,#,0,T,43,1,L
987698752,1,2,22,33,2,1,#,0,K,18,1,R
970503862,1,1,38,29,2,1,#,0,K,36,1,L
996985371,1,2,53,1,3,1,#,500,D,53,1,L
968802858,1,1,38,40,4,10,#,0,Q,36,1,L
960237471,1,2,39,15,4,1,#,0,T,36,1,M
966401972,1,1,27,27,2,1,12,0,K,24,1,L
987263377,1,2,33,30,2,1,12,0,K,31,1,L
988985803,2,#,0,13,1,3,#,0,T,999,#,#
954581826,1,1,57,**,4,1,#,0,S,52,1,R
906730279,1,2,25,43,2,1,#,0,Q,15,1,L
604146850,1,2,53,28,2,1,#,0,K,36,1,L
204037158,1,2,51,5,2,99,#,0,H,38,1,L
960288353,2,#,0,28,4,1,#,0,T,999,1,L
501032198,1,1,72,22,4,1,#,0,C,52,1,L
961167330,1,2,49,13,4,99,#,0,T,45,1,L
203444236,1,1,36,7,2,1,#,0,H,18,1,a
960624307,1,1,11,35,2,1,#,0,N,27,1,L
971732921,1,1,30,27,4,1,12,0,K,28,1,L
513704752,1,1,37,22,4,1,#,0,C,22,1,L
948801089,1,1,48,**,2,1,#,0,D,44,1,L
958173794,2,#,0,12,2,2,#,0,T,999,51,9
947726065,1,1,51,**,2,1,12,0,D,46,1,L
965293295,1,2,75,13,3,1,11,0,T,72,1,L
243339662,1,1,35,10,4,1,15,500,T,33,1,L
953241557,1,1,60,13,1,99,#,99,T,54,0,9
992730854,1,1,63,**,4,1,#,500,Q,62,1,L
308747988,1,1,36,13,4,99,11,0,T,28,1,L
900835768,1,1,52,45,2,99,#,0,Q,33,1,L
967506595,1,2,33,13,4,1,#,0,T,30,#,#
947414517,1,2,56,**,4,1,11,0,T,57,1,L
513055875,1,2,61,23,2,1,#,0,C,44,1,L
981436048,1,1,21,13,2,8,16,0,T,19,1,L
973269999,1,1,50,**,2,1,12,0,T,44,1,L
980785078,2,#,0,13,1,98,11,0,T,999,51,#
303490789,1,1,50,11,4,1,#,0,T,32,1,L
990623957,1,1,37,47,2,1,#,0,Q,36,1,L
958625300,1,2,34,23,2,1,#,0,C,30,1,L
956617632,1,2,45,14,4,10,12,100,T,41,1,L
971293220,2,#,0,13,90,2,#,320,S,999,#,#
945177746,1,1,35,13,2,1,12,0,T,28,1,L
605127750,1,2,37,28,4,1,#,0,K,22,1,L
104220383,1,1,43,7,4,1,12,0,H,35,1,L
316859847,1,2,78,20,2,8,#,0,T,65,1,L
262305257,1,1,15,9,2,1,#,0,T,48,1,a
950736251,1,1,50,13,4,1,11,0,T,48,1,L
323345071,1,1,45,10,2,1,#,0,T,26,1,a
979277332,1,2,29,14,4,1,11,0,T,27,1,L
968976289,1,2,49,13,4,1,11,0,T,43,1,a
308562318,2,#,0,13,2,1,#,0,T,999,1,L
991063236,1,1,16,27,4,1,11,0,K,39,1,a
945503733,2,#,0,13,2,1,12,0,T,999,1,L
971618471,1,1,18,**,2,1,#,0,D,52,1,L
981214063,1,1,21,23,4,1,#,0,C,19,1,L
960797461,1,2,45,12,2,1,#,0,T,43,#,#
964583856,2,1,999,23,4,1,#,0,T,999,1,L
260229046,1,1,20,**,90,1,#,0,T,20,1,a
991393422,1,1,28,33,2,22,12,0,N,27,1,L
975481835,1,1,46,**,3,1,12,0,T,45,1,L
972742540,1,1,48,40,4,1,#,0,Q,46,1,L
262594810,1,1,13,**,4,1,#,500,T,37,1,L
986293721,2,#,0,22,2,1,#,0,T,999,1,L
264518237,1,2,15,12,4,1,12,0,T,43,1,a
950799870,1,1,44,13,2,1,#,0,Q,39,1,M
956528259,1,1,58,23,4,1,#,10,C,53,#,#
803263931,1,2,45,32,2,99,#,0,N,30,1,L
986966342,1,2,40,**,4,1,#,500,S,39,#,#
969263493,1,1,52,**,4,1,12,0,T,48,1,L
987538575,1,1,21,40,2,27,#,0,Q,20,#,#
307996858,1,1,58,13,2,8,#,0,T,49,1,L
804434781,1,1,55,35,2,1,12,0,N,45,1,L
325881458,1,1,50,11,2,1,#,0,T,38,1,L
253665295,1,1,42,**,4,1,16,500,T,42,1,L
240706893,1,2,52,**,2,1,#,500,T,51,1,L
261867628,1,1,59,26,2,1,12,0,K,59,1,a
907289416,1,2,59,41,2,21,#,0,Q,52,0,0
988649843,1,1,61,27,4,1,#,500,K,59,1,L
962020574,1,1,26,**,4,1,#,0,T,52,1,L
990896891,1,2,64,13,4,10,#,0,T,61,1,L
247524174,1,1,18,17,4,1,11,0,R,42,1,a
247754168,1,1,31,23,4,1,12,500,C,31,#,#
103900875,1,2,32,47,2,1,11,0,C,23,1,L
251165389,1,1,51,23,4,1,12,0,C,51,1,L
974284916,1,2,57,**,4,1,#,0,N,53,1,M
988869142,1,2,45,13,4,1,12,0,T,43,1,L
953965704,1,1,23,**,4,1,#,0,Q,15,1,a
327597886,1,1,26,13,2,1,#,0,T,15,1,a
950786431,1,2,58,12,4,1,11,0,T,53,1,L
978073591,1,1,39,15,2,1,#,0,T,37,1,L
980223858,1,2,46,38,2,1,11,0,S,41,1,L
963418029,1,1,73,**,2,1,#,0,K,71,1,L
246849905,1,2,46,27,4,8,11,500,K,46,1,L
995905408,1,1,41,**,2,1,12,500,Q,41,1,L
959575149,2,#,0,15,2,1,#,0,T,999,1,L
256248767,1,1,46,40,4,1,11,0,Q,46,1,a
988672658,1,1,34,40,2,1,12,0,Q,32,1,L
616151272,1,2,25,25,2,1,#,0,K,43,1,a
969251982,2,#,0,21,90,3,11,0,T,999,51,#
982719511,1,1,80,34,4,1,11,0,T,78,1,R
200742853,1,#,0,3,4,1,#,0,H,37,0,#
940926497,1,1,49,**,4,1,#,0,T,42,1,M
804896931,1,1,38,**,4,1,12,0,N,33,1,L
994929949,1,2,72,43,2,1,#,0,Q,69,1,M
973773127,1,2,41,28,4,8,#,0,K,39,#,#
907442952,1,2,59,40,4,1,#,0,Q,54,1,L
971005607,1,1,30,11,4,1,11,0,T,29,1,L
325470234,1,2,35,14,4,1,#,0,T,22,1,L
996266694,1,2,52,21,2,1,#,0,C,52,1,L
989863563,1,2,42,38,2,1,12,0,S,40,1,L
973670065,1,1,83,12,2,6,#,10,T,81,#,#
603251279,1,2,43,27,4,99,#,0,K,25,1,L
240094518,1,1,34,**,2,1,#,500,K,34,1,L
956111990,1,2,49,**,4,1,11,0,K,45,1,L
962842816,1,2,55,23,3,1,#,0,C,53,1,L
966159425,1,2,18,9,3,17,12,0,T,15,1,L
984556005,1,1,68,27,3,1,16,500,K,66,1,L
946346684,1,1,85,13,2,8,#,0,T,78,1,a
966946692,1,2,40,23,4,1,11,0,C,33,1,a
994437937,1,2,32,23,4,1,11,0,C,31,1,L
957795484,1,2,72,27,2,8,#,0,K,68,1,L
988522876,1,2,47,**,2,1,12,0,H,45,1,L
272228215,1,2,42,9,4,99,#,500,T,42,1,R
307533106,1,2,21,**,3,1,11,0,T,41,1,L
254157196,1,2,25,12,4,27,#,500,T,25,#,9
508068419,1,2,19,23,4,8,#,0,C,40,1,L
993773813,1,1,30,28,2,27,11,0,K,30,1,L
960869180,1,2,23,37,2,1,#,0,S,22,1,L
327154595,1,1,58,12,4,1,#,0,T,49,1,L
968415308,1,1,25,13,3,17,#,0,T,22,#,#
308410073,1,2,23,11,4,17,#,0,T,14,1,L
251505749,1,2,14,12,4,1,#,500,T,47,1,L
700235810,1,2,40,16,2,1,#,0,R,25,1,L
243445395,1,1,51,**,3,28,#,500,Q,51,1,L
245097429,1,2,70,24,4,1,#,500,C,69,#,#
503315796,1,#,0,23,2,1,#,0,C,62,1,0
988778024,1,2,21,40,2,8,#,500,Q,20,1,L
943062989,1,2,48,**,4,1,#,0,C,40,61,P
944787086,1,1,52,10,3,1,#,0,T,48,1,L
261779637,1,2,6,46,2,1,#,0,Q,63,1,L
955493150,1,2,26,**,4,17,#,0,T,21,1,L
969146328,1,1,30,34,4,1,#,0,N,25,1,M
313089454,1,1,41,14,4,1,#,0,T,22,1,L
314074121,1,1,72,12,2,1,#,0,T,55,1,0
963665499,1,1,37,13,2,1,11,0,T,32,1,L
974123421,1,2,24,28,3,17,#,0,K,22,1,L
982151192,1,1,49,16,4,99,#,10,R,49,#,#
981710743,2,#,0,13,4,99,11,0,T,999,1,L
317275970,1,1,60,12,2,1,#,0,T,48,1,L
508670952,1,#,0,23,4,1,#,0,C,44,1,0
987230404,1,2,63,**,4,1,12,500,T,62,1,L
516297646,2,#,0,13,2,16,#,0,T,999,1,L
990701012,1,2,46,31,4,1,12,0,N,42,1,a
993504366,1,2,40,27,4,1,#,500,K,39,1,L
305538488,1,1,36,13,4,8,#,0,T,23,1,L
990681841,1,2,52,**,4,1,#,0,K,50,1,L
271139715,1,2,26,**,4,1,11,500,H,26,#,9
616002206,1,1,51,26,4,1,#,0,K,43,0,0
962833076,1,1,43,1,4,1,#,0,D,41,#,#
613584560,1,1,39,27,4,1,#,0,K,23,1,L
262266821,1,1,18,**,4,1,12,0,Q,49,1,a
204682552,1,1,44,**,2,1,#,0,H,33,1,L
249000382,1,1,17,**,4,1,12,500,K,49,#,9
982236799,1,2,27,23,3,8,#,0,K,27,1,L
603204807,1,1,36,27,4,8,#,0,K,18,1,L
403052206,1,2,62,39,2,1,#,0,S,46,0,0
240490050,1,2,15,8,2,1,#,0,T,49,1,L
307531712,1,2,39,11,4,1,#,0,T,28,1,L
305683752,1,2,36,11,3,8,#,0,T,21,1,L
954600543,1,2,44,14,4,1,#,0,T,39,1,L
615733793,1,2,85,28,4,1,#,0,K,51,0,0
604368334,1,1,31,29,4,1,#,0,K,15,1,L
270486828,1,2,71,**,4,1,12,500,T,72,1,R
988717959,1,1,33,41,2,1,11,0,Q,32,1,L
967110789,1,2,41,28,4,1,#,0,K,37,61,P
314244216,1,2,49,9,4,99,#,0,T,34,1,L
506780191,1,2,70,21,4,1,#,0,C,55,0,0
268075943,1,2,49,47,4,1,#,0,Q,48,1,a
319010285,1,1,31,13,2,1,12,0,T,21,1,L
943225493,1,2,66,40,3,1,#,0,Q,58,1,a
803427155,1,1,41,35,4,99,#,0,N,25,1,L
968735991,1,1,50,16,4,1,#,10,R,47,#,#
967286834,1,2,24,**,3,1,12,0,Q,20,1,L
959302706,1,1,38,13,2,1,11,0,T,31,1,L
987667387,1,2,62,33,4,1,11,0,N,61,1,L
992430411,1,2,23,28,4,21,#,0,K,22,1,L
969956096,1,2,29,13,4,17,#,0,T,25,1,L
243547429,1,2,35,1,3,8,#,0,D,35,1,L
992352369,1,1,45,**,4,1,#,0,T,43,#,#
968480433,1,1,48,11,2,1,#,0,T,44,#,#
253076237,1,1,71,**,2,1,#,500,Q,71,1,R
972312927,1,2,43,**,4,1,12,0,K,41,1,L
996954348,1,1,30,46,4,1,11,0,Q,30,1,L
515393236,1,2,61,23,2,1,#,0,C,48,1,a
327959364,1,1,39,14,4,1,#,10,T,32,1,0
971443454,1,1,21,**,2,1,#,0,T,19,1,L
961474821,1,2,28,28,4,1,#,0,K,24,1,L
946333282,1,1,44,43,2,1,#,0,Q,39,1,L
986662601,2,#,0,13,1,16,#,0,T,999,51,#
972403690,2,#,0,13,1,16,#,0,T,999,51,#
326543566,1,2,26,12,4,6,#,0,T,15,1,L
969799165,1,2,26,29,4,10,#,0,K,22,1,M
994577655,1,2,33,14,4,21,#,500,T,33,1,L
991672994,1,1,36,13,4,1,11,0,Q,32,1,a
325238400,1,1,60,13,2,99,#,0,T,47,1,L
978131808,1,2,46,**,4,1,#,0,T,44,1,M
262910143,1,2,13,23,2,1,#,500,C,44,1,L
103811388,1,2,58,1,4,1,#,0,D,48,1,L
995834850,1,1,37,13,4,1,11,500,T,34,1,L
261911862,1,1,79,**,1,1,#,0,Q,79,1,R
257670889,1,1,30,12,4,8,#,500,T,30,1,L
973863469,1,1,24,40,2,1,#,0,Q,22,#,#
248998822,1,2,56,**,4,1,12,0,K,28,1,L
983341194,1,2,30,21,4,1,#,500,C,28,1,L
969423602,1,2,49,**,2,1,11,0,D,46,1,L
516225537,1,1,55,22,90,1,#,0,T,46,0,L
305737381,2,#,0,14,1,99,#,0,T,999,0,#
303759323,1,1,75,13,2,1,#,0,T,58,1,L
990263375,1,1,51,**,4,1,12,0,K,49,1,L
508991778,1,1,63,23,2,1,#,0,C,54,1,0
968013211,1,2,49,11,2,1,#,10,T,47,#,#
944997723,1,2,30,**,2,1,#,0,T,21,1,a
305991354,1,1,40,11,4,99,#,0,T,28,1,L
969929503,1,1,24,13,3,17,#,0,T,21,1,L
973195249,2,#,0,13,90,2,12,320,T,999,#,#
969633078,1,2,45,33,3,1,11,0,K,42,1,L
204260668,1,1,82,**,3,1,#,0,H,11,1,L
996027397,1,1,19,27,2,6,11,0,K,16,1,a
997244123,1,2,63,40,2,1,#,0,Q,60,1,R
974804858,1,1,46,13,4,1,#,0,T,44,1,L
944262438,1,1,27,**,2,1,#,0,Q,21,1,L
958887721,1,2,34,**,4,1,#,0,D,29,1,L
606952443,1,1,78,27,2,1,11,0,K,43,1,0
970071324,1,1,36,16,2,1,12,0,R,32,1,L
965444818,1,1,41,4,4,1,#,0,H,38,1,M
327469646,2,#,0,13,1,2,#,0,T,999,0,#
944674421,2,#,0,14,90,1,#,0,T,999,1,L
241014599,1,1,22,13,4,1,12,0,T,22,0,#
989297400,2,#,0,13,1,16,#,0,T,999,#,#
971194092,1,1,21,14,4,17,#,0,T,18,1,L
309551880,1,1,51,12,4,1,12,0,T,44,1,L
305649154,1,1,28,14,2,1,#,0,T,15,1,L
957703860,1,1,23,11,4,17,#,0,T,19,0,L
994701405,1,1,63,**,2,1,12,500,R,63,1,L
516608964,1,1,73,**,4,1,11,0,C,64,1,R
254045521,1,2,17,**,4,1,#,0,T,51,1,L
960396990,1,2,61,**,4,1,11,0,C,54,1,L
956344383,1,2,37,13,4,10,#,0,T,33,1,L
241475326,1,2,55,**,2,1,12,500,T,53,1,L
959788021,1,1,20,40,2,1,#,0,Q,38,1,L
254894374,1,2,22,**,3,1,12,500,D,22,1,L
327743273,1,2,36,**,2,1,12,0,T,27,1,L
983615060,1,2,36,**,2,1,11,0,K,34,1,L
267741304,1,1,36,13,4,1,12,0,Q,36,1,a
943028190,1,1,30,14,2,17,#,0,T,21,1,L
995132853,1,1,60,1,2,1,12,500,D,59,1,L
308757241,1,2,42,23,4,5,11,0,T,35,1,L
313244300,1,2,48,13,4,1,#,0,T,30,1,L
990101076,1,1,16,1,2,99,#,0,D,51,1,L
962432627,1,1,32,11,2,27,#,0,T,30,1,L
964736448,1,1,43,**,4,1,12,0,T,39,61,P
603240604,1,1,39,13,4,1,#,0,K,21,1,L
988946693,1,2,69,12,4,1,12,500,Q,67,1,L
967026058,1,2,31,**,3,1,#,0,Q,29,#,#
969812223,1,2,53,28,4,1,12,0,T,56,1,L
271619685,1,2,34,**,2,1,#,0,K,34,1,a
257388678,1,1,59,**,2,1,11,500,K,59,1,L
979799953,2,#,0,13,2,1,#,0,T,999,1,L
