identified_doc,id,sex,bill_updage_count,paid_flg,selling_method,campaign,arrears_count,pref,arrears_at,age,region,career,contract_type,customer_rank,amount,entry_age,domain,payway
1,307626937,1,0,0,1,L,3,11,10,60,T,#,1,100,864,50,0,2
1,985343867,2,1,0,1,L,0,5,99,53,H,12,1,80,1058,51,0,4
1,516424273,2,1,0,1,L,0,23,99,30,C,#,1,60,19606,20,0,2
1,955206777,2,0,0,1,L,2,25,9,23,K,11,1,100,540,17,0,2
1,516712466,1,0,0,1,L,0,23,99,60,C,#,1,70,980,50,0,2
99,945261728,1,1,0,1,L,0,27,99,21,K,#,1,110,12700,51,0,4
17,947199691,2,1,0,1,L,0,28,99,24,K,#,1,60,264,18,0,2
1,615846754,1,0,0,1,L,0,27,99,25,K,#,1,100,864,40,0,3
17,954797464,2,1,0,1,a,0,14,99,24,Q,12,1,50,1480,17,0,2
1,960673048,1,1,0,1,L,0,21,99,31,C,11,1,90,15700,26,0,4
1,946049777,1,0,1,0,L,0,8,99,35,T,11,1,60,3080,28,0,2
10,966884998,2,0,1,1,L,7,12,6,61,T,11,1,40,2360,25,0,2
1,945974807,2,1,0,1,L,0,**,99,44,T,#,1,100,500,35,0,4
1,252927644,1,1,0,1,L,0,20,99,50,T,11,1,80,432,50,500,4
1,323088145,1,0,0,1,L,0,14,99,81,T,#,1,50,3340,65,0,4
1,614546025,2,1,0,1,L,0,27,99,49,K,#,1,130,1080,36,0,4
1,946107584,2,0,0,1,a,0,**,99,22,C,#,1,80,324,13,0,2
1,996495498,1,1,0,1,L,0,14,99,33,T,#,1,80,500,33,500,4
1,988103884,2,1,0,1,L,0,22,99,36,C,12,1,80,615,35,0,4
1,243353132,2,1,0,1,L,0,4,99,45,H,11,1,50,12074,45,0,2
1,986232924,1,0,0,1,L,0,**,99,50,N,11,1,110,1224,48,500,4
1,203644888,2,0,0,1,L,0,4,99,53,H,#,1,60,120,38,0,2
1,251792402,2,1,0,1,L,0,19,99,17,T,12,1,20,1058,50,0,4
2,500719385,#,1,0,1,a,0,21,99,0,C,#,2,90,2610,999,0,4
1,906407898,1,0,0,1,a,0,40,99,34,Q,#,1,50,27480,22,0,2
1,253519830,2,0,0,#,9,0,13,99,39,T,11,1,30,1,39,500,4
1,987302045,2,1,0,1,L,0,33,99,48,N,11,1,90,700,46,0,4
6,971871728,1,0,0,1,L,2,**,7,22,T,12,1,0,240,19,0,2
1,947769268,1,0,0,1,R,0,**,99,29,T,12,1,50,628,24,0,2
8,259148101,2,0,0,1,a,0,25,99,28,K,#,1,3,890,27,0,2
1,614260692,2,1,0,1,L,1,29,11,36,K,#,1,50,1620,23,0,2
8,988703993,2,0,0,1,a,0,12,99,31,T,11,1,70,819,27,0,4
21,247292868,2,1,1,1,L,10,11,3,47,T,#,1,3,2678,47,0,2
1,515385031,1,1,0,1,L,1,23,7,51,C,#,1,50,1007,40,0,2
1,201181589,1,0,0,1,a,0,4,99,43,H,#,1,100,324,24,0,2
1,955507411,2,1,0,1,L,0,28,99,38,K,12,1,110,432,33,0,4
1,955095440,1,0,0,1,L,0,29,99,31,K,#,1,100,4321,25,0,2
1,257254272,2,1,0,1,a,0,**,99,16,Q,#,1,20,19800,46,0,4
1,970224026,2,1,0,1,L,0,27,99,22,K,11,1,110,240,18,0,2
1,240677540,1,0,0,1,L,0,**,99,9,T,12,1,100,302,30,500,4
1,970981058,2,1,0,1,L,0,**,99,43,C,12,1,110,925,37,0,4
1,961766567,1,0,0,1,L,0,**,99,24,K,11,1,100,15207,51,0,4
1,323411882,2,2,0,1,L,0,14,99,35,T,#,1,90,226,18,0,2
1,306452565,1,0,1,1,L,3,20,10,35,T,#,1,100,324,24,0,3
1,944520526,1,0,1,1,L,3,23,10,34,C,#,1,100,120,26,0,2
1,966733900,1,0,0,1,L,0,1,99,49,D,#,1,50,360,43,0,2
1,254483243,1,0,0,1,a,0,**,99,36,T,11,1,70,120,43,0,4
1,259724088,1,0,0,#,9,0,14,99,35,T,#,1,30,1,35,500,4
1,606576152,2,1,0,1,L,0,27,99,29,K,#,1,130,390,20,0,4
1,985456324,2,0,0,1,L,0,**,99,32,T,12,1,100,540,31,0,4
1,988740524,1,0,0,1,L,0,1,99,41,D,11,1,100,302,39,0,2
1,903176636,1,1,0,1,L,0,45,99,17,Q,#,1,20,3439,30,0,4
1,509300231,1,0,0,1,L,0,23,99,36,C,11,1,100,120,28,0,4
1,244989538,2,0,0,1,L,0,29,99,28,K,12,1,90,648,25,500,4
1,340463066,1,1,0,1,L,0,**,99,50,T,#,1,90,500,41,0,4
8,996322814,2,0,0,1,L,0,27,99,83,K,12,1,50,980,83,500,4
99,901393987,1,0,0,1,L,0,43,99,49,Q,#,1,70,120,32,0,2
26,246227269,1,0,0,#,#,0,11,99,29,T,12,1,60,324,29,500,4
8,985194454,1,1,0,1,a,0,**,99,21,Q,12,1,90,9894,16,0,4
1,703492760,1,0,1,1,L,10,17,3,48,R,#,1,0,972,37,0,2
1,251762757,1,1,0,0,#,0,**,99,42,T,#,1,50,2538,42,500,4
1,100372775,2,0,0,1,L,0,1,99,42,D,#,1,70,4320,23,0,3
10,948612054,2,1,0,1,L,0,13,99,32,T,#,1,100,999,26,0,4
1,946994386,1,0,0,1,L,0,13,99,34,T,12,1,60,1,28,0,2
1,985136397,2,1,0,1,L,0,**,99,46,C,#,1,50,3109,61,0,2
1,953525299,1,0,0,1,a,0,**,99,51,H,11,1,100,324,43,0,4
1,956929097,1,0,0,1,a,0,**,99,25,T,11,1,50,324,17,0,2
1,606776363,1,0,1,1,L,4,27,9,43,K,12,1,3,1199,34,0,2
1,947665795,1,0,0,1,L,0,28,99,27,K,12,1,110,540,21,0,4
1,603258388,1,1,0,1,L,0,25,99,48,K,#,1,100,3483,29,0,4
1,403522928,1,0,0,1,a,0,37,99,44,S,#,1,100,1080,31,0,4
1,255874872,1,0,0,1,a,0,**,99,46,Q,12,1,30,1,38,0,4
1,953349341,1,0,0,1,L,1,9,6,27,T,11,1,40,28580,22,0,2
1,987830638,2,0,0,1,L,0,**,99,58,D,#,1,50,720,57,500,4
1,243712255,2,1,0,1,L,0,23,99,25,C,#,1,80,360,24,0,2
20,703506383,2,0,1,1,L,8,17,5,58,R,#,1,100,2500,47,0,2
1,982080603,1,0,0,1,L,0,20,99,18,T,#,1,20,480,42,0,2
1,949198566,2,1,0,1,L,0,8,99,28,T,#,1,60,216,23,0,2
1,800272276,2,0,0,1,a,0,34,99,41,N,#,1,90,2,20,0,4
1,949810976,2,1,0,1,L,0,**,99,41,C,#,1,90,1080,36,0,4
1,614955160,2,0,0,1,L,0,27,99,30,K,#,1,100,120,19,0,4
1,257252624,1,1,0,1,a,0,**,99,14,T,11,1,20,594,44,0,4
23,989548678,1,1,0,#,#,0,14,99,34,T,11,1,50,9934,33,500,2
1,995182990,1,1,0,1,a,0,**,99,20,T,11,1,20,1868,42,0,4
1,973841732,2,1,0,1,L,0,22,99,49,C,#,1,110,120,45,0,4
1,967695381,2,0,0,1,L,0,43,99,25,Q,12,1,60,1,21,0,2
1,203838785,2,0,0,1,L,0,12,99,31,H,#,1,100,360,17,0,4
1,990509861,1,0,0,1,L,0,13,99,35,T,16,1,70,7620,31,500,4
1,304717666,1,0,0,1,L,0,11,99,51,T,#,1,60,6045,37,0,2
1,250892128,1,1,0,1,L,0,21,99,61,C,#,1,50,1080,61,0,4
1,613478174,1,1,0,1,L,0,29,99,39,K,#,1,60,1444,24,0,2
1,990685519,1,0,0,1,L,0,**,99,62,K,12,1,100,324,61,500,4
8,506631400,1,0,1,1,L,7,22,3,43,C,#,1,0,2400,26,0,2
1,969709990,2,0,0,1,a,1,27,9,67,K,#,1,50,130,61,0,4
1,515376669,1,0,0,1,L,0,23,99,54,C,#,1,100,1680,44,0,4
27,245543092,1,1,0,0,9,0,15,99,23,T,#,1,40,980,22,500,1
1,989508024,2,1,0,1,a,0,23,99,15,C,#,1,20,1960,44,0,4
10,955942292,2,0,0,1,L,0,27,99,30,K,11,1,100,3802,25,0,4
99,604918074,2,0,0,0,0,0,27,99,69,K,#,1,50,680,54,0,4
1,256222487,1,1,0,1,L,0,**,99,49,T,11,1,70,594,49,500,4
1,952291678,2,1,0,1,L,0,21,99,59,C,#,1,50,2000,54,0,2
1,988606256,2,0,0,1,L,0,1,99,22,D,11,1,70,1000,20,0,4
1,966152232,2,1,0,1,a,0,**,99,20,R,11,1,20,4048,35,0,2
6,972825285,2,0,0,1,L,9,12,3,19,T,#,1,100,648,15,0,2
1,259718504,1,0,0,1,a,0,40,99,76,Q,16,1,30,594,48,0,4
1,948217109,2,0,0,1,L,0,13,99,42,T,#,1,90,200,37,0,4
1,952301898,2,0,0,1,L,0,13,99,30,T,#,1,90,1360,24,0,4
1,944797348,2,0,0,1,L,0,11,99,44,T,#,1,100,648,37,0,2
1,300199215,1,0,0,1,L,0,14,99,50,T,#,1,100,1080,28,0,2
1,989332198,1,0,0,1,L,0,11,99,67,T,11,1,50,127,65,0,4
1,201262265,2,0,0,1,L,0,11,99,47,H,#,1,100,2200,31,0,3
1,990867612,2,1,0,1,L,5,25,5,72,K,11,1,10,324,71,0,2
1,947010864,2,1,1,1,L,2,23,4,27,C,#,1,10,1833,21,0,4
1,986052334,1,0,0,1,L,0,15,99,44,T,12,1,90,300,41,500,4
1,958427294,1,1,0,1,a,0,**,99,48,T,11,1,100,1058,41,0,4
1,944989017,1,0,1,1,L,4,23,9,30,C,#,1,3,864,23,0,2
1,258933440,1,0,0,1,a,0,12,99,45,T,12,1,30,1598,45,0,4
8,255862922,1,1,0,1,a,0,26,99,15,K,#,1,20,700,15,0,4
1,970237720,2,0,0,1,L,0,**,99,35,K,#,1,100,324,31,0,4
99,900789498,1,1,0,1,L,0,40,99,43,Q,#,1,100,980,24,0,2
1,986143225,2,0,0,1,L,2,7,5,44,H,11,1,10,240,43,0,2
1,318247075,1,0,0,1,L,0,29,99,37,T,11,1,120,1000,28,0,4
1,997402271,1,1,0,1,L,0,7,99,29,H,11,1,50,6707,29,0,2
1,323035257,2,0,0,1,L,0,12,99,68,T,#,1,100,540,50,0,2
5,309412581,2,0,1,1,L,0,13,99,27,T,#,1,100,648,19,0,2
8,605044497,1,0,0,1,L,0,27,99,35,K,#,1,50,2500,17,0,2
1,204955481,#,0,0,1,0,0,4,99,0,H,#,1,80,1,48,0,4
17,941194500,2,2,0,1,a,0,13,99,27,T,#,1,90,1600,18,0,4
6,958759133,2,1,0,1,a,0,27,99,33,K,11,1,60,130,25,0,4
1,340448282,1,0,0,1,L,0,10,99,52,T,12,1,100,13408,45,0,4
1,205001080,1,0,0,1,a,0,7,99,44,H,#,1,100,27096,33,0,4
1,255180667,2,0,0,1,R,0,**,99,44,Q,#,1,80,3441,42,0,4
6,983659913,1,1,0,1,a,0,13,99,34,T,12,1,80,700,29,0,4
1,990500933,2,0,0,1,L,6,**,3,16,H,#,1,0,972,35,500,4
1,996929872,1,0,0,#,#,0,14,99,43,T,#,1,50,240,43,500,4
1,987520076,1,0,0,1,L,0,**,99,52,T,12,1,100,324,51,500,4
1,996244337,1,1,0,1,L,0,**,99,51,T,12,1,90,22767,51,500,4
1,988700981,1,0,0,1,a,0,**,99,13,K,12,1,2,477,49,0,2
1,251572815,1,0,0,1,L,0,10,99,41,T,#,1,50,500,40,500,3
99,945205051,2,1,1,1,a,9,46,4,34,Q,#,1,3,2014,29,0,2
1,256974041,1,0,1,1,L,0,1,99,28,D,#,1,5,4990,28,500,2
1,942188162,1,1,0,1,a,6,13,3,32,T,12,1,10,130,22,0,2
1,326501654,1,1,0,1,L,0,10,99,47,T,11,1,70,537,37,0,2
99,314967285,1,1,0,1,L,0,14,99,59,T,#,1,50,1058,42,0,4
1,981137237,2,0,0,1,L,0,13,99,15,T,#,1,100,324,49,0,4
1,988604787,2,1,0,1,L,0,**,99,21,T,12,1,80,594,20,0,4
1,988409614,2,1,0,1,a,0,27,99,15,T,12,1,20,1080,39,0,4
1,949475254,2,0,0,1,L,0,4,99,37,T,11,1,110,500,31,0,4
1,804320423,2,0,0,1,a,0,34,99,23,N,#,1,110,324,10,0,4
1,251501861,1,1,0,1,a,0,46,99,33,Q,12,1,50,540,29,0,2
1,945446371,#,1,0,1,L,0,28,99,0,K,#,2,70,500,999,0,2
1,100061816,2,0,0,1,a,0,1,99,51,D,#,1,100,324,28,0,2
1,956018801,1,0,0,1,L,0,1,99,26,D,11,1,110,500,21,0,4
1,240731914,2,1,0,1,L,0,**,99,45,T,12,1,80,500,44,0,4
1,992097270,2,0,0,1,a,0,**,99,17,C,#,1,100,324,46,0,2
1,244022906,2,0,0,1,a,0,**,99,24,T,#,1,40,430,22,0,2
17,205163488,2,1,0,1,L,0,7,99,26,H,#,1,90,500,18,0,4
1,315687107,2,1,0,1,a,0,14,99,58,T,#,1,60,2610,40,0,2
1,959088292,2,1,0,1,L,0,43,99,45,T,11,1,70,1012,41,0,2
1,305758437,1,0,0,1,L,0,14,99,54,T,#,1,80,214,41,0,2
8,964340695,2,0,0,1,a,6,4,4,47,H,11,1,100,324,46,0,2
1,967361383,2,0,0,1,L,0,11,99,70,T,#,1,50,456,66,0,2
1,254853647,1,1,0,1,a,0,13,99,22,T,12,1,50,1007,21,0,4
1,323080716,2,0,0,1,L,0,13,99,48,T,#,1,60,240,31,0,2
1,950503302,1,0,0,1,L,0,14,99,46,R,11,1,100,1296,41,0,2
1,947924254,2,0,0,1,a,0,30,99,77,K,#,1,50,1440,69,0,3
99,990208970,1,1,0,1,a,0,35,99,19,N,#,1,20,756,47,0,4
1,986905419,2,0,0,1,L,0,13,99,58,T,#,1,50,960,56,0,2
1,940987446,1,0,0,1,L,0,13,99,40,T,11,1,100,324,34,0,4
1,947410238,1,0,0,1,L,0,16,99,16,T,#,1,100,324,37,0,4
99,300617180,2,1,0,1,L,0,12,99,50,T,#,1,140,1964,28,0,4
21,972745410,2,1,1,1,L,3,12,10,24,T,#,1,3,1967,21,0,3
1,607029208,1,1,0,1,L,0,28,99,23,K,#,1,80,265,41,0,2
1,241958940,1,0,0,1,L,3,28,10,42,K,11,1,40,960,42,0,2
1,956153073,1,0,0,1,L,0,14,99,57,T,#,1,80,2008,53,0,4
8,200306998,1,0,0,1,L,0,4,99,40,H,#,1,100,19600,20,0,2
1,314762428,1,1,0,1,L,0,13,99,48,T,#,1,150,380,32,0,4
1,204971955,2,0,0,1,a,0,2,99,26,H,#,1,90,400,14,0,4
1,977893431,1,0,0,1,L,0,**,99,41,K,12,1,60,20760,38,0,2
1,954420472,2,0,0,1,L,0,7,99,19,H,#,1,100,324,35,0,4
1,252307243,1,1,0,1,a,0,**,99,9,K,#,1,2,540,39,0,4
1,245939779,2,0,0,#,#,0,**,99,52,T,#,1,90,250,55,500,4
1,990859341,1,0,0,1,L,0,7,99,16,H,#,1,20,600,45,0,2
1,316811335,2,1,0,1,L,0,**,99,28,T,#,1,120,100,15,0,4
1,962932009,2,0,0,1,L,0,40,99,19,Q,12,1,70,191,48,0,2
6,948320132,2,0,1,1,L,3,27,10,62,T,11,1,100,108,55,0,2
1,246817381,2,1,0,1,L,0,**,99,44,Q,#,1,80,540,41,500,4
1,960744595,2,0,0,1,L,0,37,99,34,S,#,1,90,90,28,0,4
1,966902238,1,0,0,1,L,1,12,10,26,T,11,1,100,2180,22,0,2
1,988069667,2,0,0,1,L,0,**,99,47,T,11,1,100,3000,46,0,4
1,616190462,1,1,0,1,L,0,28,99,35,K,#,1,50,5188,27,0,2
99,613047092,2,0,1,1,L,8,27,4,33,K,#,1,100,324,15,0,2
1,318417635,1,0,1,1,a,0,12,99,50,T,#,1,100,324,39,0,4
1,259340995,2,0,0,1,a,0,**,99,53,K,12,1,30,1,53,0,4
1,244525722,2,1,0,1,L,0,32,99,32,N,11,1,90,1007,31,0,4
1,956344087,2,0,0,1,L,0,13,99,30,T,12,1,90,2496,25,0,4
1,314021690,2,0,1,1,L,9,11,3,38,T,#,1,5,324,21,0,2
1,513006431,1,0,0,1,L,0,22,99,68,C,#,1,50,4690,50,0,2
99,304478969,2,0,0,1,L,0,13,99,46,T,#,1,100,324,32,0,4
1,942620340,2,1,0,1,L,0,**,99,34,T,#,1,90,9644,28,0,4
1,951518763,1,0,0,1,L,0,**,99,26,T,11,1,50,2600,21,0,2
17,969220752,2,1,0,1,L,0,33,99,21,N,12,1,50,540,17,0,2
1,990469964,1,1,0,1,L,0,**,99,16,T,#,1,20,1058,56,0,4
1,994315921,2,0,0,1,L,0,11,99,43,T,12,1,70,480,42,0,4
1,516709964,1,1,0,1,a,0,**,99,23,C,#,1,50,46,15,0,2
1,325446812,2,0,0,1,L,0,11,99,48,T,#,1,100,8162,35,0,4
1,251828385,2,0,0,1,L,0,**,99,12,K,#,1,20,1,42,500,4
1,958884335,1,0,0,1,L,2,**,11,32,T,11,1,100,1620,27,0,2
99,300936477,1,0,0,1,L,0,10,99,69,T,#,1,50,8640,48,0,2
1,989532967,1,0,0,1,R,0,27,99,56,K,#,1,50,5000,54,0,2
1,251862128,1,0,0,1,L,0,**,99,67,Q,#,1,50,1,63,500,4
1,516669506,1,0,0,1,a,0,**,99,25,C,#,1,100,864,44,0,4
1,948229768,1,1,1,1,a,0,13,99,37,T,#,1,0,3647,28,0,2
1,257862217,2,0,0,1,L,0,**,99,37,T,#,1,30,400,37,500,4
1,313967287,2,0,0,1,L,0,8,99,42,T,#,1,100,324,24,0,2
1,315242148,1,0,0,1,a,0,10,99,69,T,#,1,50,1,51,0,2
1,997248146,2,0,0,1,L,0,**,99,55,K,11,1,90,120,53,500,4
1,246222913,2,0,0,1,L,0,**,99,25,T,12,1,90,100,24,500,4
1,254781222,1,0,0,1,L,0,46,99,48,Q,#,1,5,1,48,500,4
1,990058498,2,0,0,1,L,0,14,99,17,T,#,1,100,324,42,0,4
1,964900360,2,0,0,1,L,0,**,99,39,S,11,1,100,324,35,0,4
1,971205873,1,0,0,1,a,4,23,3,24,K,12,1,100,324,18,0,2
1,972581461,1,1,0,1,a,0,28,99,31,K,11,1,80,65042,26,0,3
8,254781894,2,0,1,1,a,0,14,99,24,T,#,1,5,4890,24,0,3
1,804627608,1,0,0,1,L,0,**,99,28,N,#,1,120,58060,19,0,4
1,244171992,1,0,1,1,a,6,7,7,22,D,#,1,1,980,20,0,2
1,255523951,2,0,0,#,9,0,**,99,39,T,11,1,30,240,45,500,2
1,606760104,1,0,0,1,L,0,28,99,23,K,#,1,100,2900,14,0,4
99,800806801,2,0,0,1,a,0,33,99,51,N,#,1,100,324,30,0,2
1,996962635,1,0,0,1,L,0,40,99,31,Q,12,1,50,3000,31,0,2
1,800229265,2,1,0,1,L,0,34,99,44,N,#,1,50,1967,23,0,2
1,987646045,1,0,0,1,L,0,28,99,31,K,12,1,70,1440,27,500,2
1,703014091,2,0,0,1,L,0,18,99,44,R,#,1,150,960,28,0,2
1,251762876,2,1,0,1,a,0,2,99,35,H,#,1,60,14445,35,0,4
1,252792551,2,2,0,1,L,0,27,99,29,K,#,1,30,540,29,500,2
1,940327091,1,0,0,1,L,4,**,9,37,T,11,1,50,1,30,0,2
17,615764501,1,1,0,1,a,1,28,5,30,K,#,1,30,3129,18,0,3
1,989410168,2,0,0,1,L,0,13,99,40,T,11,1,0,980,38,0,2
1,986824796,1,0,0,1,L,0,2,99,25,H,12,1,50,1,24,0,2
8,100678957,2,1,0,1,L,1,1,12,58,D,#,1,50,35,41,0,2
1,252588502,1,0,0,1,L,0,**,99,62,T,12,1,50,100,62,500,4
1,247010165,2,1,0,1,a,0,40,99,33,Q,#,1,70,334,33,0,4
1,246202085,2,0,0,1,L,0,**,99,23,C,12,1,100,540,21,0,4
8,249520318,1,0,0,1,L,0,14,99,18,T,#,1,10,2350,18,0,2
6,305867259,2,1,0,0,9,0,14,99,43,T,#,1,80,1058,28,0,4
1,955512311,2,0,0,1,L,0,**,99,34,T,12,1,100,16374,28,0,2
1,956886605,1,1,0,1,L,1,14,7,25,N,11,1,40,2149,19,0,2
1,971618824,2,0,0,1,L,0,28,99,19,K,#,1,100,324,47,0,4
1,243499819,2,0,0,1,L,0,28,99,68,K,11,1,50,1,68,0,4
1,252473148,2,0,0,1,L,0,27,99,16,K,#,1,20,1180,43,0,4
1,615858805,1,0,0,1,L,0,**,99,50,K,12,1,90,44845,41,0,4
1,969346117,2,0,0,1,L,0,46,99,23,T,12,1,110,615,19,0,4
1,601140698,2,0,0,1,a,0,29,99,48,K,#,1,110,120,26,0,4
1,995166723,2,2,0,1,a,0,**,99,27,T,12,1,50,2453,24,0,2
17,703656846,1,0,0,1,L,0,16,99,25,R,#,1,100,540,14,0,2
1,945465135,2,1,0,1,L,0,23,99,18,C,#,1,20,1080,40,0,2
1,960533297,1,1,0,1,L,0,28,99,28,K,#,1,90,8492,24,0,4
1,987781966,2,0,0,1,L,0,**,99,49,K,12,1,90,324,48,0,4
1,306349043,1,0,0,1,L,0,14,99,65,T,#,1,50,120,53,0,2
1,252819381,1,1,0,1,L,0,14,99,59,T,16,1,80,324,53,500,4
6,308915115,2,1,0,1,L,0,13,99,45,T,11,1,100,11410,37,0,4
1,308708970,1,1,0,1,L,0,14,99,42,T,11,1,100,8294,32,0,4
1,241512983,2,1,0,1,L,0,**,99,14,K,16,1,20,540,47,500,4
12,257389101,2,1,0,1,L,0,**,99,39,H,#,1,30,1500,39,500,2
1,951762779,1,0,0,1,L,0,26,99,26,K,12,1,80,1360,19,0,3
1,941939333,1,0,1,1,a,6,28,7,45,K,#,1,100,324,35,0,2
1,250538341,2,1,0,#,#,0,**,99,29,S,12,1,80,19734,29,500,4
17,954307994,2,1,0,1,L,0,31,99,22,N,11,1,100,3600,17,0,2
8,200425181,1,0,0,1,L,2,4,4,69,H,#,1,10,1,49,0,2
1,951874101,2,0,0,1,L,0,27,99,25,K,11,1,110,2202,19,0,2
1,947165023,1,1,0,1,a,0,27,99,58,K,#,1,90,8292,49,0,3
99,941190162,1,1,1,1,L,5,23,7,34,Q,#,1,10,2149,26,0,2
28,246513052,2,0,1,#,L,1,12,3,20,T,#,1,10,1400,20,500,4
1,941337438,2,1,0,1,L,0,13,99,24,T,11,1,110,3030,17,0,4
1,314824287,1,0,0,1,L,0,12,99,52,T,#,1,50,480,37,0,2
1,256229846,2,0,0,1,L,0,**,99,49,K,#,1,5,594,49,500,4
1,967286834,2,0,1,1,L,6,**,3,24,Q,12,1,0,1200,20,0,3
99,317828014,2,0,0,1,L,0,12,99,66,T,11,1,50,1918,56,0,4
1,961817879,2,0,0,1,L,0,**,99,63,T,#,1,100,972,59,0,4
1,804596127,2,0,0,1,L,0,35,99,23,N,#,1,100,960,47,0,2
1,956437089,1,0,0,1,L,0,28,99,37,K,#,1,100,2604,32,0,4
10,516570575,1,1,0,1,L,3,12,10,41,T,11,1,3,2271,33,0,2
1,903720455,2,1,0,1,L,0,40,99,43,Q,#,1,110,600,27,0,4
1,603022138,2,0,0,1,0,1,27,9,70,K,#,1,50,1,51,0,2
1,944687695,2,0,0,1,L,0,23,99,36,T,11,1,100,540,29,0,4
1,940827915,1,1,0,1,L,0,8,99,43,T,11,1,60,3000,36,0,2
10,964068836,2,0,0,1,L,0,**,99,32,T,11,1,100,8000,28,0,4
21,257062336,2,0,0,1,R,4,40,9,31,Q,#,1,5,4200,31,0,2
99,803093999,2,1,0,1,L,0,34,99,51,N,#,1,100,579,35,0,2
1,244535746,1,0,0,1,L,0,41,99,23,Q,11,1,70,3000,22,0,4
1,981269687,1,1,0,1,a,1,12,12,30,T,11,1,60,2000,25,0,2
1,248672967,1,0,0,1,L,0,**,99,16,H,#,1,20,3120,49,500,2
99,901574335,1,0,0,1,L,1,44,9,68,Q,#,1,50,1,49,0,2
1,961332778,1,0,0,1,L,0,27,99,23,T,12,1,60,3200,19,0,2
1,982353581,1,1,0,1,L,0,17,99,22,R,#,1,100,610,20,0,4
1,964113219,2,1,0,1,L,7,14,5,22,T,11,1,3,2280,18,0,3
1,963933682,2,0,0,1,L,0,**,99,18,T,11,1,20,130,44,0,4
1,241171062,1,0,0,1,R,0,13,99,69,T,#,1,50,1800,67,0,2
1,251284596,1,0,0,1,L,0,23,99,71,C,11,1,50,120,70,0,2
1,252444147,2,1,0,1,L,0,**,99,70,T,#,1,50,1080,68,500,2
1,313546005,2,0,0,1,L,2,13,8,47,T,#,1,30,2600,27,0,2
1,253369296,1,0,1,1,L,4,12,3,42,T,#,1,100,1680,41,500,2
1,328449741,1,0,0,1,L,0,22,99,36,T,#,1,100,540,28,0,4
1,243882898,1,0,0,1,L,0,28,99,58,K,#,1,50,3978,58,0,2
1,251252296,1,1,0,1,a,0,**,99,15,T,#,1,20,529,37,0,2
1,952283860,1,0,1,1,L,8,**,5,22,T,#,1,3,130,17,0,2
1,245985108,2,0,0,1,L,0,**,99,32,T,12,1,100,480,30,0,4
20,309115749,1,1,0,1,L,0,13,99,50,T,12,1,60,1440,39,0,2
6,984709274,2,2,0,1,L,1,13,8,27,T,12,1,30,2237,22,0,2
1,244827932,2,1,0,1,L,0,**,99,29,Q,#,1,40,18598,26,0,2
1,244370961,1,0,0,1,L,0,**,99,58,T,#,1,50,1050,58,0,4
99,980690312,1,1,0,1,L,0,43,99,19,Q,#,1,20,120,46,0,4
8,240306110,2,0,0,1,L,0,1,99,29,D,12,1,100,324,29,500,2
99,316612579,1,0,0,1,L,0,14,99,68,T,#,1,50,180,54,0,4
1,982015851,2,0,0,1,L,0,29,99,36,T,12,1,70,2361,34,0,4
1,255671523,1,1,0,1,L,0,**,99,50,C,#,1,30,540,50,500,4
1,258861718,1,0,0,1,a,0,23,99,26,C,11,1,30,660,26,0,4
1,253498929,2,0,0,1,a,0,43,99,59,Q,11,1,30,1,57,0,3
1,956301346,2,1,0,1,a,0,13,99,31,T,#,1,90,11439,23,0,4
28,253733543,1,0,1,1,L,0,28,99,22,K,#,1,40,610,21,0,2
1,242237090,2,0,0,1,L,0,13,99,1,T,#,1,2,1358,29,0,4
1,946716102,2,0,0,1,L,0,14,99,40,T,11,1,110,1000,45,0,4
1,515652071,2,0,0,1,L,1,23,12,62,C,#,1,100,324,51,0,2
1,614860139,2,0,0,1,L,0,26,99,69,K,#,1,50,1976,57,0,2
1,516707492,1,0,0,1,a,0,23,99,21,C,#,1,70,5320,37,0,2
1,994227533,1,0,0,1,L,0,**,99,33,N,12,1,80,45100,32,0,4
1,328751356,2,2,0,1,a,2,**,8,24,T,#,1,30,1358,15,0,4
3,241291448,#,1,0,1,L,0,13,99,0,T,#,2,50,1922,999,0,4
1,318379295,2,1,0,1,L,0,11,99,41,T,11,1,100,2610,30,0,4
10,614727666,1,0,0,1,L,0,26,99,49,K,#,1,100,2052,34,0,4
1,615053294,2,0,1,1,L,10,27,3,52,K,12,1,3,240,41,0,3
8,968148064,2,0,0,1,L,0,**,99,54,T,11,1,60,9480,50,0,3
1,971942608,2,0,0,1,L,0,22,99,18,C,#,1,100,324,44,0,4
1,901780463,2,1,1,1,L,7,46,6,48,Q,#,1,10,400,31,0,2
1,315584400,1,0,0,1,L,0,10,99,42,T,#,1,110,153,26,0,4
17,961967065,2,0,1,1,L,4,10,9,21,T,11,1,100,324,16,0,2
1,986933339,2,1,0,1,L,0,13,99,25,T,12,1,90,1090,23,0,4
1,993849697,1,1,0,1,L,4,40,9,24,Q,12,1,3,2794,23,0,2
1,979125186,1,0,0,1,L,0,**,99,63,T,12,1,100,324,59,0,2
1,968978839,2,1,0,1,L,0,**,99,31,T,11,1,110,5618,25,0,4
1,513866673,1,0,0,1,L,0,22,99,35,C,#,1,100,50200,19,0,2
1,508851486,1,0,0,1,L,1,**,12,32,C,#,1,50,2280,23,0,2
1,980426676,2,2,0,1,L,4,27,3,53,K,#,1,5,3166,51,0,2
